tokenized_text,no_stopwords
"['kaspro', 'ilang', 'sendiri', 'terus', 'menerus', 'sampe', 'bingung', 'kemana', 'larinya', 'niat', 'hemat', 'malah', 'boncos', 'mana', 'driver', 'jarang', 'nerima', 'kaspro']","['kaspro', 'ilang', 'sendiri', 'terus', 'menerus', 'sampe', 'bingung', 'larinya', 'niat', 'hemat', 'malah', 'boncos', 'mana', 'driver', 'jarang', 'nerima', 'kaspro']"
"['tolong', 'tindak', 'lanjuti', 'driver', 'bernama', 'suryadi', 'dengan', 'mobil', 'inova', 'nopol', 'banl', 'mobil', 'yg', 'tertera', 'pada', 'apk', 'dan', 'yg', 'menjemput', 'tidak', 'sama', 'di', 'apk', 'inova', 'kenyataannya', 'calya', 'dan', 'sangat', 'tidak', 'ramah', 'minta', 'argo', 'tambahan', 'dan', 'yg', 'paling', 'menjijikan', 'dia', 'merokok', 'di', 'mobil', 'sedangkan', 'saya', 'bawa', 'anak', 'kecil', 'saya', 'tegur', 'malah', 'saya', 'diturunkan', 'di', 'tengah', 'jalan', 'ngerem', 'mendadak', 'sampai', 'anak', 'saya', 'umur', 'thn', 'jatuh', 'dari', 'bangku', 'tolong', 'pihak', 'maxim', 'notice', 'ini']","['tindak', 'lanjuti', 'driver', 'bernama', 'suryadi', 'mobil', 'inova', 'nopol', 'banl', 'mobil', 'yg', 'tertera', 'apk', 'yg', 'menjemput', 'sama', 'apk', 'inova', 'kenyataannya', 'calya', 'sangat', 'ramah', 'minta', 'argo', 'tambahan', 'yg', 'paling', 'menjijikan', 'merokok', 'mobil', 'bawa', 'anak', 'kecil', 'tegur', 'malah', 'diturunkan', 'tengah', 'jalan', 'ngerem', 'mendadak', 'anak', 'umur', 'thn', 'jatuh', 'bangku', 'pihak', 'maxim', 'notice']"
"['ini', 'tolong', 'ditindak', 'lanjut', 'driver', 'yang', 'suka', 'nyolong', 'saya', 'pesan', 'dari', 'pagi', 'sampe', 'sekarang', 'pun', 'pesanan', 'belom', 'diantar', 'mohon', 'ditindak', 'lanjut', 'ya', 'hal', 'yang', 'kaya', 'gini', 'agar', 'tidak', 'merugikan', 'orang', 'lain', 'btw', 'ini', 'saya', 'lagi', 'ngantar', 'barang', 'jualan', 'malah', 'di', 'colong', 'pls', 'saya', 'ini', 'paling', 'ga', 'tega', 'kalo', 'liat', 'driver', 'kadang', 'ada', 'yang', 'di', 'cancel', 'dibohongi', 'sama', 'cust', 'nya', 'jadi', 'tiap', 'saya', 'pesan', 'mesti', 'ada', 'uang', 'lebihan', 'dan', 'ini', 'saya', 'minta', 'tolong', 'ya', 'untuk', 'ditindak', 'untuk', 'nopol', 'nya', 'lcak']","['ditindak', 'lanjut', 'driver', 'suka', 'nyolong', 'pesan', 'pagi', 'sampe', 'sekarang', 'pesanan', 'belom', 'diantar', 'mohon', 'ditindak', 'lanjut', 'kaya', 'gini', 'merugikan', 'orang', 'btw', 'ngantar', 'barang', 'jualan', 'malah', 'colong', 'pls', 'paling', 'ga', 'tega', 'kalo', 'liat', 'driver', 'kadang', 'cancel', 'dibohongi', 'sama', 'cust', 'nya', 'jadi', 'tiap', 'pesan', 'mesti', 'uang', 'lebihan', 'minta', 'ditindak', 'nopol', 'nya', 'lcak']"
"['aplikasi', 'ga', 'jelass', 'kode', 'nya', 'berhasil', 'dapat', 'saldo', 'tapi', 'tidak', 'bisa', 'di', 'gunakan']","['aplikasi', 'ga', 'jelass', 'kode', 'nya', 'berhasil', 'saldo', 'gunakan']"
"['opsi', 'untuk', 'pas', 'pembatalan', 'order', 'dimana', 'maxim', 'ini', 'kepencet', 'pesen', 'maxim', 'dateng', 'semua']","['opsi', 'pas', 'pembatalan', 'order', 'maxim', 'kepencet', 'pesen', 'maxim', 'dateng', 'semua']"
"['aplikasi', 'di', 'maxim', 'bilangnya', 'kok', 'jadi', 'sih', 'aneh', 'dia', 'minta', 'lagi', 'rp', 'terus', 'masih', 'aja', 'bentak', 'alamat', 'nya', 'udh', 'bener', 'kok', 'di', 'salahin', 'napa', 'dah', 'bapak', 'nya', 'dihh', 'kesel', 'saya', 'bilang', 'mahmud', 'masih', 'jauh', 'tapi', 'maksa', 'nurunin', 'kita', 'di', 'pakai', 'padahal', 'lokasi', 'masih', 'jauh', 'di', 'map', 'hp', 'dia', 'di', 'hp', 'kita', 'langsung', 'liat', 'aja', 'bener', 'ternyata', 'masih', 'jauh', 'mama', 'ku', 'ngomel', 'adu', 'mulut', 'antara', 'kakak', 'aku', 'dan', 'mamah', 'aku', 'adu', 'mulut', 'sama', 'bapak', 'nya', 'bapak', 'nya', 'kasar', 'kesel', 'gamau', 'pesen', 'maxim', 'ke', 'bapaknya', 'lagi', 'nama', 'bapaknya', 'suardi', 'lubis', 'dia']","['aplikasi', 'maxim', 'bilangnya', 'kok', 'jadi', 'sih', 'aneh', 'minta', 'rp', 'terus', 'aja', 'bentak', 'alamat', 'nya', 'udh', 'bener', 'kok', 'salahin', 'napa', 'dah', 'bapak', 'nya', 'dihh', 'kesel', 'bilang', 'mahmud', 'jauh', 'maksa', 'nurunin', 'pakai', 'padahal', 'lokasi', 'jauh', 'map', 'hp', 'hp', 'langsung', 'liat', 'aja', 'bener', 'ternyata', 'jauh', 'mama', 'ku', 'ngomel', 'adu', 'mulut', 'kakak', 'aku', 'mamah', 'aku', 'adu', 'mulut', 'sama', 'bapak', 'nya', 'bapak', 'nya', 'kasar', 'kesel', 'gamau', 'pesen', 'maxim', 'bapaknya', 'nama', 'bapaknya', 'suardi', 'lubis']"
"['aplikasi', 'yang', 'tidak', 'care', 'ke', 'mitra', 'suruh', 'cocol', 'tapi', 'orderan', 'gak', 'pernah', 'diberi', 'mau', 'kau', 'beri', 'makan', 'apa', 'mitra', 'mu', 'baru', 'diberi', 'orderan', 'setelah', 'tidak', 'ada', 'driver', 'yang', 'onbid', 'gila', 'kau']","['aplikasi', 'care', 'mitra', 'suruh', 'cocol', 'orderan', 'gak', 'pernah', 'diberi', 'mau', 'kau', 'beri', 'makan', 'apa', 'mitra', 'mu', 'baru', 'diberi', 'orderan', 'driver', 'onbid', 'gila', 'kau']"
"['gak', 'usah', 'lagi', 'pakai', 'aplikasi', 'maxim', 'inidriver', 'nya', 'gak', 'amanahbisa', 'bisanya', 'biaya', 'berubah', 'setelah', 'sampai', 'setelah', 'di', 'cek', 'ternyata', 'kami', 'dibuat', 'biaya', 'menunggu', 'selama', 'menituntuk', 'driver', 'yang', 'bernama', 'nopal', 'lokasi', 'di', 'medanbaca', 'ini', 'yaajangan', 'jadi', 'penipu', 'makan', 'uang', 'orang']","['gak', 'usah', 'pakai', 'aplikasi', 'maxim', 'inidriver', 'nya', 'gak', 'amanahbisa', 'bisanya', 'biaya', 'berubah', 'cek', 'ternyata', 'dibuat', 'biaya', 'menunggu', 'selama', 'menituntuk', 'driver', 'bernama', 'nopal', 'lokasi', 'medanbaca', 'yaajangan', 'jadi', 'penipu', 'makan', 'uang', 'orang']"
"['kecewa', 'dengan', 'maximnya', 'nunggu', 'sudah', 'hampir', 'setengah', 'jam', 'gk', 'dateng']","['kecewa', 'maximnya', 'nunggu', 'hampir', 'setengah', 'jam', 'gk', 'dateng']"
"['aplikasinya', 'tidak', 'bisa', 'di', 'buka', 'katanya', 'tidak', 'dapat', 'terhubung', 'ke', 'layanan', 'harap', 'periksa', 'internet', 'anda', 'padahal', 'sudah', 'ganti', 'provider', 'bahkan', 'pakai', 'jaringan', 'wifi', 'tetapi', 'masih', 'saja', 'tidak', 'dapat', 'di', 'buka', 'atau', 'di', 'akses', 'apk', 'maxim', 'bagaimana', 'mau', 'order', 'ini', 'mending', 'ke', 'sebelah', 'aja', 'kalo', 'gitu']","['aplikasinya', 'buka', 'katanya', 'terhubung', 'layanan', 'harap', 'periksa', 'internet', 'padahal', 'ganti', 'provider', 'bahkan', 'pakai', 'jaringan', 'wifi', 'buka', 'akses', 'apk', 'maxim', 'bagaimana', 'mau', 'order', 'mending', 'sebelah', 'aja', 'kalo', 'gitu']"
"['driver', 'nya', 'bejat', 'semua', 'suka', 'mentak', 'mengancam', 'kayak', 'org', 'pakai', 'narkoba']","['driver', 'nya', 'bejat', 'semua', 'suka', 'mentak', 'mengancam', 'kayak', 'org', 'pakai', 'narkoba']"
"['apa', 'apaan', 'nitik', 'maps', 'malah', 'kemana', 'mana', 'tujuannya']","['apa', 'apaan', 'nitik', 'maps', 'malah', 'mana', 'tujuannya']"
"['ini', 'kenapaa', 'ya', 'ongkos', 'nya', 'jd', 'naik', 'pdhal', 'pas', 'saya', 'order', 'masih', 'k', 'tpi', 'pas', 'saya', 'udh', 'sampai', 'tujuan', 'jd', 'naik', 'k', 'tertera', 'waktu', 'tunggu', 'pdhal', 'yg', 'nunggu', 'lama', 'saya', 'knp', 'di', 'saya', 'yg', 'di', 'kenakan', 'kenaikan', 'ongkospengemudi', 'nya', 'jg', 'kebutan', 'rugi', 'sekali', 'rasa', 'nya', 'mending', 'aplikasi', 'sebelah', 'dripda', 'disni', 'gajelas', 'ada', 'waktu', 'tunggu', 'malah', 'di', 'kenakan', 'ke', 'penumpangtolong', 'dong', 'rugi', 'x', 'iniudh', 'jantungan', 'org', 'di', 'buat', 'pengemudi', 'nya']","['kenapaa', 'ongkos', 'nya', 'jd', 'naik', 'pdhal', 'pas', 'order', 'k', 'tpi', 'pas', 'udh', 'tujuan', 'jd', 'naik', 'k', 'tertera', 'waktu', 'tunggu', 'pdhal', 'yg', 'nunggu', 'lama', 'knp', 'yg', 'kenakan', 'kenaikan', 'ongkospengemudi', 'nya', 'jg', 'kebutan', 'rugi', 'sekali', 'rasa', 'nya', 'mending', 'aplikasi', 'sebelah', 'dripda', 'disni', 'gajelas', 'waktu', 'tunggu', 'malah', 'kenakan', 'penumpangtolong', 'dong', 'rugi', 'x', 'iniudh', 'jantungan', 'org', 'buat', 'pengemudi', 'nya']"
"['customer', 'service', 'nya', 'lambat']","['customer', 'service', 'nya', 'lambat']"
"['sisa', 'kali', 'dapat', 'orderan']","['sisa', 'kali', 'orderan']"
"['knp', 'aplikasinya', 'macet']","['knp', 'aplikasinya', 'macet']"
"['drivernya', 'ngak', 'bisa', 'baca', 'peta', 'lokasi']","['drivernya', 'ngak', 'baca', 'peta', 'lokasi']"
"['apk', 'gajelas']","['apk', 'gajelas']"
"['titik', 'lokasinya', 'ga', 'sesuai', 'terus', 'capekkkk']","['titik', 'lokasinya', 'ga', 'sesuai', 'terus', 'capekkkk']"
"['memang', 'aplikasi', 'nya', 'murah', 'dari', 'yang', 'lain', 'tapi', 'gak', 'enaknya', 'itu', 'pas', 'kita', 'mesen', 'trus', 'nunggu', 'eh', 'tibatiba', 'di', 'batalin']","['memang', 'aplikasi', 'nya', 'murah', 'gak', 'enaknya', 'pas', 'mesen', 'trus', 'nunggu', 'eh', 'tibatiba', 'batalin']"
"['kurir', 'sering', 'minta', 'lebih', 'ongkos', 'padahal', 'harga', 'sudah', 'tertera', 'di', 'apk', 'ada', 'juga', 'pick', 'up', 'pesenan', 'malah', 'bilang', 'susah', 'banget', 'alamatnya', 'padahal', 'sesuai', 'titik', 'di', 'maxim', 'hadeuhhhh', 'trauma', 'banget', 'pake', 'maxim', 'tandain', 'tuh', 'maxim', 'tasik', 'abdul', 'syukur']","['kurir', 'sering', 'minta', 'lebih', 'ongkos', 'padahal', 'harga', 'tertera', 'apk', 'pick', 'up', 'pesenan', 'malah', 'bilang', 'susah', 'banget', 'alamatnya', 'padahal', 'sesuai', 'titik', 'maxim', 'hadeuhhhh', 'trauma', 'banget', 'pake', 'maxim', 'tandain', 'tuh', 'maxim', 'tasik', 'abdul', 'syukur']"
['burik'],['burik']
"['drivernya', 'mesum']","['drivernya', 'mesum']"
"['ini', 'driver', 'nya', 'hampir', 'pada', 'gabisa', 'dibayar', 'pake', 'kaspro', 'susah', 'nyari', 'uang', 'kecil', 'sekarang', 'tuh', 'udah', 'ngisi', 'kaspro', 'eh', 'malah', 'ga', 'kepake', 'gara', 'pd', 'gabisa', 'di', 'byr', 'pke', 'itu']","['driver', 'nya', 'hampir', 'gabisa', 'dibayar', 'pake', 'kaspro', 'susah', 'nyari', 'uang', 'kecil', 'sekarang', 'tuh', 'udah', 'ngisi', 'kaspro', 'eh', 'malah', 'ga', 'kepake', 'gara', 'pd', 'gabisa', 'byr', 'pke']"
"['apk', 'menyusahkan', 'sudah', 'masukin', 'no', 'hp', 'kode', 'otp', 'tidak', 'di', 'kirim', 'kirim']","['apk', 'menyusahkan', 'masukin', 'no', 'hp', 'kode', 'otp', 'kirim', 'kirim']"
"['pelayanannya', 'bagus']","['pelayanannya', 'bagus']"
"['gak', 'recomended', 'kasihan', 'para', 'driver', 'saya', 'order', 'tdk', 'dpt', 'driver', 'sekalinya', 'dapat', 'malah', 'tiba', 'minta', 'login', 'pas', 'masuk', 'login', 'tunggu', 'otp', 'tidak', 'dpt', 'otp', 'dan', 'drivernya', 'terus', 'chat', 'via', 'apk', 'tp', 'saya', 'ndak', 'bs', 'balas', 'karna', 'harus', 'login', 'saya', 'cuma', 'kasihan', 'sama', 'para', 'driver', 'yg', 'dpt', 'order', 'tp', 'gak', 'bs', 'dibalas', 'chat', 'nya', 'karna', 'saya', 'tdk', 'bs', 'masuk', 'akun', 'dan', 'mendapatkan', 'kode', 'otp', 'sudah', 'di', 'coba', 'berkali', 'sampe', 'via', 'tlp', 'pun', 'tdk', 'bisa', 'utk', 'otp', 'padahal', 'nomor', 'saya', 'aktif', 'dan', 'sblm', 'nya', 'sllu', 'order', 'via', 'maxim', 'tega', 'banget', 'maxim']","['gak', 'recomended', 'kasihan', 'driver', 'order', 'tdk', 'dpt', 'driver', 'sekalinya', 'malah', 'tiba', 'minta', 'login', 'pas', 'masuk', 'login', 'tunggu', 'otp', 'dpt', 'otp', 'drivernya', 'terus', 'chat', 'via', 'apk', 'tp', 'ndak', 'bs', 'balas', 'karna', 'login', 'cuma', 'kasihan', 'sama', 'driver', 'yg', 'dpt', 'order', 'tp', 'gak', 'bs', 'dibalas', 'chat', 'nya', 'karna', 'tdk', 'bs', 'masuk', 'akun', 'mendapatkan', 'kode', 'otp', 'coba', 'berkali', 'sampe', 'via', 'tlp', 'tdk', 'utk', 'otp', 'padahal', 'nomor', 'aktif', 'sblm', 'nya', 'sllu', 'order', 'via', 'maxim', 'tega', 'banget', 'maxim']"
"['kecewa', 'bgt', 'sama', 'maxim', 'masaiya', 'order', 'car', 'wktu', 'hujan', 'ga', 'dapat', 'drivernya', 'pdahal', 'liat', 'di', 'mapsnya', 'banyak', 'gambar', 'mobil', 'bertebaran', 'udh', 'pilih', 'car', 'yg', 'besar', 'dan', 'naikin', 'hrga', 'jg', 'gaada', 'yg', 'mau', 'ngmbil', 'drivernya', 'sengaja', 'order', 'car', 'wktu', 'hujan', 'tp', 'malah', 'ga', 'dpt', 'drivernya']","['kecewa', 'bgt', 'sama', 'maxim', 'masaiya', 'order', 'car', 'wktu', 'hujan', 'ga', 'drivernya', 'pdahal', 'liat', 'mapsnya', 'banyak', 'gambar', 'mobil', 'bertebaran', 'udh', 'pilih', 'car', 'yg', 'besar', 'naikin', 'hrga', 'jg', 'gaada', 'yg', 'mau', 'ngmbil', 'drivernya', 'sengaja', 'order', 'car', 'wktu', 'hujan', 'tp', 'malah', 'ga', 'dpt', 'drivernya']"
['baik'],['baik']
"['banyak', 'bug', 'ga', 'sengaja', 'ke', 'pencet', 'tp', 'ga', 'bisa', 'di', 'cancel', 'padahal', 'blm', 'dapet', 'driver']","['banyak', 'bug', 'ga', 'sengaja', 'pencet', 'tp', 'ga', 'cancel', 'padahal', 'blm', 'dapet', 'driver']"
"['harga', 'awal', 'dan', 'akhir', 'beda', 'jauh', 'naik', 'hampir', 'kali', 'lipat', 'ngga', 'tau', 'salahnya', 'dimana', 'tpi', 'klo', 'memang', 'jalan', 'memutar', 'penyebabnya', 'dan', 'driver', 'tau', 'hal', 'ini', 'tapi', 'ngga', 'info', 'ke', 'saya', 'ngga', 'akan', 'saya', 'maafkan', 'harga', 'awal', 'k', 'harga', 'akhir', 'k', 'saya', 'ngga', 'ada', 'mampir', 'kemanapun', 'ngga', 'membuat', 'driver', 'nunggu', 'juga', 'saya', 'ngga', 'minta', 'lewat', 'mana', 'karna', 'yang', 'penting', 'sampe', 'saya', 'juga', 'ngga', 'minta', 'ngebut', 'atau', 'lainya', 'klo', 'tau', 'dari', 'awal', 'gini', 'mending', 'pake', 'grab', 'yang', 'harganya', 'pasti', 'tolong', 'ya', 'maxim']","['harga', 'awal', 'akhir', 'beda', 'jauh', 'naik', 'hampir', 'kali', 'lipat', 'ngga', 'tau', 'salahnya', 'tpi', 'klo', 'memang', 'jalan', 'memutar', 'penyebabnya', 'driver', 'tau', 'ngga', 'info', 'ngga', 'maafkan', 'harga', 'awal', 'k', 'harga', 'akhir', 'k', 'ngga', 'mampir', 'kemanapun', 'ngga', 'membuat', 'driver', 'nunggu', 'ngga', 'minta', 'lewat', 'mana', 'karna', 'penting', 'sampe', 'ngga', 'minta', 'ngebut', 'lainya', 'klo', 'tau', 'awal', 'gini', 'mending', 'pake', 'grab', 'harganya', 'maxim']"
"['ini', 'aplikasi', 'apasaya', 'pesan', 'sampai', 'titik', 'penjemputan', 'yang', 'habis', 'bensin', 'dan', 'parah', 'nya', 'mau', 'jemput', 'ponakan', 'nya', 'driver', 'dulu', 'baru', 'antar', 'sayadan', 'banting', 'pintu', 'saya', 'jga', 'penjual', 'jasa', 'di', 'rumah', 'sakit', 'tolong', 'agak', 'ramah', 'lagi', 'kalau', 'mau', 'bukti', 'plat', 'mobil', 'nya', 'saya', 'punya', 'saya', 'buru', 'sudah', 'di', 'sanggupi', 'kenpa', 'begtu', 'sampai', 'titik', 'pnjemputan', 'malah', 'beda']","['aplikasi', 'apasaya', 'pesan', 'titik', 'penjemputan', 'habis', 'bensin', 'parah', 'nya', 'mau', 'jemput', 'ponakan', 'nya', 'driver', 'dulu', 'baru', 'antar', 'sayadan', 'banting', 'pintu', 'jga', 'penjual', 'jasa', 'rumah', 'sakit', 'ramah', 'kalau', 'mau', 'bukti', 'plat', 'mobil', 'nya', 'punya', 'buru', 'sanggupi', 'kenpa', 'begtu', 'titik', 'pnjemputan', 'malah', 'beda']"
"['rugi', 'k', 'isi', 'saldo', 'ga', 'masuk', 'masuk']","['rugi', 'k', 'isi', 'saldo', 'ga', 'masuk', 'masuk']"
"['otp', 'nya', 'tidak', 'datang', 'mulupadahal', 'no', 'nya', 'masih', 'aktipsudah', 'berapa', 'kali', 'coba', 'pake', 'no', 'baru', 'tetep', 'aja', 'ga', 'bisa']","['otp', 'nya', 'datang', 'mulupadahal', 'no', 'nya', 'aktipsudah', 'berapa', 'kali', 'coba', 'pake', 'no', 'baru', 'tetep', 'aja', 'ga']"
"['driver', 'nya', 'sarkas', 'saya', 'baru', 'pertama', 'kali', 'pake', 'dan', 'kepencet', 'memesan', 'lalu', 'saya', 'cancel', 'karena', 'tempat', 'tujuannya', 'tidaak', 'sesuai', 'dan', 'juga', 'saya', 'belum', 'siap', 'tapi', 'saya', 'dituduh', 'jahil', 'mau', 'nipu', 'padahal', 'saya', 'sudah', 'minta', 'maaf']","['driver', 'nya', 'sarkas', 'baru', 'pertama', 'kali', 'pake', 'kepencet', 'memesan', 'lalu', 'cancel', 'tempat', 'tujuannya', 'tidaak', 'sesuai', 'siap', 'dituduh', 'jahil', 'mau', 'nipu', 'padahal', 'minta', 'maaf']"
"['tolongini', 'nomor', 'saya', 'keduanya', 'diblokir', 'sama', 'maximpadahal', 'ga', 'aneh', 'apk', 'ga', 'jelasgimana', 'ga', 'sepi', 'coba']","['tolongini', 'nomor', 'keduanya', 'diblokir', 'sama', 'maximpadahal', 'ga', 'aneh', 'apk', 'ga', 'jelasgimana', 'ga', 'sepi', 'coba']"
"['waktu', 'tunggu', 'nya', 'parah', 'dari', 'pada', 'rentenir', 'cuyyyy', 'di', 'apk', 'lain', 'ga', 'pernh', 'tuh', 'adanya', 'waktu', 'tunggu', 'kapok', 'pake', 'maxim']","['waktu', 'tunggu', 'nya', 'parah', 'rentenir', 'cuyyyy', 'apk', 'ga', 'pernh', 'tuh', 'adanya', 'waktu', 'tunggu', 'kapok', 'pake', 'maxim']"
"['aplikasi', 'payah', 'gag', 'jelas', 'order', 'food', 'malah', 'kurir', 'driver', 'nggak', 'datang', 'di', 'cancel', 'sepihak', 'juga', 'sama', 'maxim', 'aduh', 'payah']","['aplikasi', 'payah', 'gag', 'jelas', 'order', 'food', 'malah', 'kurir', 'driver', 'datang', 'cancel', 'sepihak', 'sama', 'maxim', 'aduh', 'payah']"
"['sopirnya', 'malas', 'mau', 'jemput']","['sopirnya', 'malas', 'mau', 'jemput']"
"['mau', 'pesan', 'makan', 'aja', 'susah', 'benerloading', 'terusalamat', 'juga', 'g', 'update']","['mau', 'pesan', 'makan', 'aja', 'susah', 'benerloading', 'terusalamat', 'g', 'update']"
"['gajelas', 'saya', 'di', 'marahin', 'padahal', 'bapaknya', 'yang', 'salah', 'sakit', 'hati', 'ya', 'saya', 'dimarahin', 'sepanjang', 'jalan', 'trauma', 'banget', 'saya', 'naik', 'maxim']","['gajelas', 'marahin', 'padahal', 'bapaknya', 'salah', 'sakit', 'hati', 'dimarahin', 'sepanjang', 'jalan', 'trauma', 'banget', 'naik', 'maxim']"
"['gila', 'beberapa', 'kali', 'mau', 'bikin', 'akun', 'susah', 'pake', 'banget', 'minta', 'kode', 'virifikasi', 'hp', 'tolong', 'perbaiki', 'lagi']","['gila', 'beberapa', 'kali', 'mau', 'bikin', 'akun', 'susah', 'pake', 'banget', 'minta', 'kode', 'virifikasi', 'hp', 'perbaiki']"
"['driver', 'nya', 'ga', 'sopan']","['driver', 'nya', 'ga', 'sopan']"
"['aplikasi', 'sudah', 'ok', 'tolong', 'donk', 'transport', 'untuk', 'air', 'seperti', 'speed', 'boat', 'di', 'adakan', 'karena', 'mempermudah', 'kami']","['aplikasi', 'donk', 'transport', 'air', 'speed', 'boat', 'adakan', 'mempermudah']"
"['merugikan', 'konsumen', 'arah', 'gps', 'erorr', 'jarak', 'dekat', 'tapi', 'di', 'gps', 'ngambil', 'jalannya', 'muter', 'jauh', 'padahal', 'tujuan', 'tinggal', 'lurus', 'alhasil', 'ongkos', 'jadi', 'mahal']","['merugikan', 'konsumen', 'arah', 'gps', 'erorr', 'jarak', 'dekat', 'gps', 'ngambil', 'jalannya', 'muter', 'jauh', 'padahal', 'tujuan', 'tinggal', 'lurus', 'alhasil', 'ongkos', 'jadi', 'mahal']"
"['masukin', 'nomor', 'hp', 'setelah', 'itu', 'menunggu', 'kode', 'sampai', 'mati', 'pun', 'di', 'tunggu', 'gak', 'keluar', 'kode', 'nya', 'apaan']","['masukin', 'nomor', 'hp', 'menunggu', 'kode', 'mati', 'tunggu', 'gak', 'keluar', 'kode', 'nya', 'apaan']"
"['saya', 'di', 'manipulasi', 'oleh', 'driver', 'maxim', 'dari', 'harga', 'rp', 'di', 'naikkan', 'menjadi', 'rp', 'drivernya', 'secara', 'manual', 'mengubah', 'total', 'tarif', 'yang', 'sudah', 'di', 'otomatisasi', 'ya', 'walopun', 'cuma', 'naik', 'rp', 'tapi', 'itu', 'sama', 'saja', 'tidak', 'jujur', 'saya', 'kecewa', 'dengan', 'maxim']","['manipulasi', 'driver', 'maxim', 'harga', 'rp', 'naikkan', 'menjadi', 'rp', 'drivernya', 'manual', 'mengubah', 'total', 'tarif', 'otomatisasi', 'walopun', 'cuma', 'naik', 'rp', 'sama', 'jujur', 'kecewa', 'maxim']"
"['dear', 'team', 'maxim', 'tolong', 'dong', 'drivernya', 'diajarin', 'attitude', 'ngapain', 'dia', 'kerumah', 'customer', 'ngadu', 'perkara', 'cuma', 'karena', 'saya', 'cancel', 'gak', 'ada', 'urusannya', 'sama', 'orang', 'rumah', 'saya', 'biar', 'apa', 'coba']","['dear', 'team', 'maxim', 'dong', 'drivernya', 'diajarin', 'attitude', 'ngapain', 'kerumah', 'customer', 'ngadu', 'perkara', 'cuma', 'cancel', 'gak', 'urusannya', 'sama', 'orang', 'rumah', 'biar', 'apa', 'coba']"
"['saya', 'tdk', 'pesan', 'maxim', 'tapi', 'tbtb', 'ada', 'notif', 'orderan']","['tdk', 'pesan', 'maxim', 'tbtb', 'notif', 'orderan']"
"['saya', 'kirim', 'katalog', 'kain', 'dan', 'hilang', 'sudah', 'ajukan', 'komplain', 'tapi', 'belum', 'terselesaikan']","['kirim', 'katalog', 'kain', 'hilang', 'ajukan', 'komplain', 'terselesaikan']"
"['minta', 'tolong', 'dengan', 'sangat', 'udah', 'dapat', 'driver', 'sudah', 'd', 'antar', 'ke', 'alamat', 'tujuan', 'tp', 'knp', 'malah', 'd', 'rumah', 'dapat', 'driver', 'lagi', 'jd', 'double', 'tolong', 'd', 'perbaiki', 'krn', 'ini', 'bukan', 'sekali', 'kali', 'udah', 'berkali', 'kali', 'kasian', 'drivernya']","['minta', 'sangat', 'udah', 'driver', 'd', 'antar', 'alamat', 'tujuan', 'tp', 'knp', 'malah', 'd', 'rumah', 'driver', 'jd', 'double', 'd', 'perbaiki', 'krn', 'bukan', 'sekali', 'kali', 'udah', 'berkali', 'kali', 'kasian', 'drivernya']"
['ok'],[]
"['tolong', 'perbaiki']",['perbaiki']
"['aint', 'used', 'maxim', 'again']","['aint', 'used', 'maxim', 'again']"
"['aplikasi', 'tidak', 'jelas', 'mending', 'tetangga', 'nya']","['aplikasi', 'jelas', 'mending', 'tetangga', 'nya']"
"['guys', 'mending', 'beli', 'sendiri', 'aja', 'guys', 'beli', 'mixue', 'atau', 'makanan', 'tinggal', 'bayar', 'parkir', 'aja', 'murah', 'murah', 'daripada', 'harga', 'ongkir', 'mahall']","['guys', 'mending', 'beli', 'sendiri', 'aja', 'guys', 'beli', 'mixue', 'makanan', 'tinggal', 'bayar', 'parkir', 'aja', 'murah', 'murah', 'harga', 'ongkir', 'mahall']"
"['hapus', 'aja', 'aplikasi', 'kaspro', 'yg', 'gak', 'berguna', 'itu', 'ximorang', 'order', 'pakai', 'kaspro', 'tp', 'driver', 'nya', 'pada', 'gk', 'mau', 'krn', 'saldo', 'nya', 'gak', 'bisa', 'di', 'pakai', 'buat', 'apacuma', 'bisa', 'buat', 'isi', 'pulsa', 'doang']","['hapus', 'aja', 'aplikasi', 'kaspro', 'yg', 'gak', 'berguna', 'ximorang', 'order', 'pakai', 'kaspro', 'tp', 'driver', 'nya', 'gk', 'mau', 'krn', 'saldo', 'nya', 'gak', 'pakai', 'buat', 'apacuma', 'buat', 'isi', 'pulsa', 'doang']"
"['aplikasi', 'gak', 'jelas', 'gak', 'bisa', 'batalkan', 'pesanan', 'saat', 'lagi', 'cari', 'tawaran', 'order']","['aplikasi', 'gak', 'jelas', 'gak', 'batalkan', 'pesanan', 'cari', 'tawaran', 'order']"
"['krg', 'puas']","['krg', 'puas']"
"['ko', 'tiba', 'maxim', 'keluar', 'sendiri', 'minta', 'masukin', 'permintaan', 'code', 'ulang', 'setelah', 'di', 'masukin', 'nomer', 'hp', 'code', 'ya', 'ga', 'masuk', 'saya', 'kaya', 'gini', 'udah', 'minggu']","['ko', 'tiba', 'maxim', 'keluar', 'sendiri', 'minta', 'masukin', 'permintaan', 'code', 'ulang', 'masukin', 'nomer', 'hp', 'code', 'ga', 'masuk', 'kaya', 'gini', 'udah', 'minggu']"
"['maps', 'e', 'ilo', 'dibenerne']","['maps', 'e', 'ilo', 'dibenerne']"
"['lolok', 'ke']",['lolok']
