content,tokenized_text,processed_text
Paling susah kalo cari driver mobil apa lagi di saat hujan mau di kenaikan harga 3x pun tetep ajah susah padahal di maps banyak driver terdekat nya,"['paling', 'susah', 'kalo', 'cari', 'driver', 'mobil', 'apa', 'lagi', 'di', 'saat', 'hujan', 'mau', 'di', 'kenaikan', 'harga', 'x', 'pun', 'tetep', 'ajah', 'susah', 'padahal', 'di', 'maps', 'banyak', 'driver', 'terdekat', 'nya']","['paling', 'susah', 'kalo', 'cari', 'driver', 'mobil', 'apa', 'hujan', 'mau', 'naik', 'harga', 'x', 'tetep', 'ajah', 'susah', 'padahal', 'maps', 'banyak', 'driver', 'dekat', 'nya']"
Klw pesan order makanan gaak bsa batal. Menjengkelkan,"['klw', 'pesan', 'order', 'makanan', 'gaak', 'bsa', 'batal', 'menjengkelkan']","['klw', 'pesan', 'order', 'makan', 'gaak', 'bsa', 'batal', 'jengkel']"
Apk jelek...,"['apk', 'jelek']","['apk', 'jelek']"
Cepet update data map sama sistem kaspronya benerin tuh suka gak masuk lama.,"['cepet', 'update', 'data', 'map', 'sama', 'sistem', 'kaspronya', 'benerin', 'tuh', 'suka', 'gak', 'masuk', 'lama']","['cepet', 'update', 'data', 'map', 'sama', 'sistem', 'kaspronya', 'benerin', 'tuh', 'suka', 'gak', 'masuk', 'lama']"
Aplikasi sampah! Mapnya dong tolong di update susah banget mau ke tujuan! Niat bikin aplikasi ga sih lu? Woi tolong lah ini kesusahan gua nyari alamat tujuannya!,"['aplikasi', 'sampah', 'mapnya', 'dong', 'tolong', 'di', 'update', 'susah', 'banget', 'mau', 'ke', 'tujuan', 'niat', 'bikin', 'aplikasi', 'ga', 'sih', 'lu', 'woi', 'tolong', 'lah', 'ini', 'kesusahan', 'gua', 'nyari', 'alamat', 'tujuannya']","['aplikasi', 'sampah', 'map', 'dong', 'update', 'susah', 'banget', 'mau', 'tuju', 'niat', 'bikin', 'aplikasi', 'ga', 'sih', 'lu', 'woi', 'lah', 'susah', 'gua', 'nyari', 'alamat', 'tuju']"
"Saya memberi rating bintang 1 ⭐ 1. untuk login ke aplikasinya harusnya memasukan data Pribadi contoh seperti nama sesuai KTP bersama NIK, Jika perlu foto selfi sebagai foto profil pengguna. 2. No telp pelanggan di silent jadi driver tidak bisa melihat/menghubungi pelanggan, untuk menghindari adanya konsumen yg tidak bertanggung jawab dalam hal melakukan orderan fiktif 🙏🙏","['saya', 'memberi', 'rating', 'bintang', 'untuk', 'login', 'ke', 'aplikasinya', 'harusnya', 'memasukan', 'data', 'pribadi', 'contoh', 'seperti', 'nama', 'sesuai', 'ktp', 'bersama', 'nik', 'jika', 'perlu', 'foto', 'selfi', 'sebagai', 'foto', 'profil', 'pengguna', 'no', 'telp', 'pelanggan', 'di', 'silent', 'jadi', 'driver', 'tidak', 'bisa', 'melihatmenghubungi', 'pelanggan', 'untuk', 'menghindari', 'adanya', 'konsumen', 'yg', 'tidak', 'bertanggung', 'jawab', 'dalam', 'hal', 'melakukan', 'orderan', 'fiktif']","['beri', 'rating', 'bintang', 'login', 'aplikasi', 'harus', 'pasu', 'data', 'pribadi', 'contoh', 'nama', 'sesuai', 'ktp', 'sama', 'nik', 'perlu', 'foto', 'selfi', 'foto', 'profil', 'guna', 'no', 'telp', 'langgan', 'silent', 'jadi', 'driver', 'melihatmenghubungi', 'langgan', 'hindar', 'ada', 'konsumen', 'yg', 'tanggung', 'jawab', 'laku', 'order', 'fiktif']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
"Emang harganya murah,tapi cari drivernya susah banget bahkan pernah ke cancel 5 kali di tujuan dan tempat penjemputan yang sama","['emang', 'harganya', 'murahtapi', 'cari', 'drivernya', 'susah', 'banget', 'bahkan', 'pernah', 'ke', 'cancel', 'kali', 'di', 'tujuan', 'dan', 'tempat', 'penjemputan', 'yang', 'sama']","['emang', 'harga', 'murahtapi', 'cari', 'drivernya', 'susah', 'banget', 'bahkan', 'pernah', 'cancel', 'kali', 'tuju', 'tempat', 'jemput', 'sama']"
kata murah yaa? aku pesen maxim suruh nganterin cuma sini sono aja berapa coba 35k padahal dekettttttttt bangett gila si selama ini make maxim belum pernah ada yang SEMAHAL INI padahal deket banget jarak nyaaa,"['kata', 'murah', 'yaa', 'aku', 'pesen', 'maxim', 'suruh', 'nganterin', 'cuma', 'sini', 'sono', 'aja', 'berapa', 'coba', 'k', 'padahal', 'dekettttttttt', 'bangett', 'gila', 'si', 'selama', 'ini', 'make', 'maxim', 'belum', 'pernah', 'ada', 'yang', 'semahal', 'ini', 'padahal', 'deket', 'banget', 'jarak', 'nyaaa']","['kata', 'murah', 'yaa', 'aku', 'sen', 'maxim', 'suruh', 'nganterin', 'cuma', 'sini', 'sono', 'aja', 'berapa', 'coba', 'k', 'padahal', 'dekettttttttt', 'bangett', 'gila', 'si', 'lama', 'make', 'maxim', 'pernah', 'mahal', 'padahal', 'deket', 'banget', 'jarak', 'nyaaa']"
Kurang puas sopir nya tinggal terima keluar masuk,"['kurang', 'puas', 'sopir', 'nya', 'tinggal', 'terima', 'keluar', 'masuk']","['kurang', 'puas', 'sopir', 'nya', 'tinggal', 'terima', 'keluar', 'masuk']"
"Kalau belum siap jadi driver,mending jangan jadi driver. Namnya saja hujan,tentu kondisi badan basah. Kalqu gag mau mobil basah,mending jangan ngebid","['kalau', 'belum', 'siap', 'jadi', 'drivermending', 'jangan', 'jadi', 'driver', 'namnya', 'saja', 'hujantentu', 'kondisi', 'badan', 'basah', 'kalqu', 'gag', 'mau', 'mobil', 'basahmending', 'jangan', 'ngebid']","['kalau', 'siap', 'jadi', 'drivermending', 'jangan', 'jadi', 'driver', 'namnya', 'hujantentu', 'kondisi', 'badan', 'basah', 'kalqu', 'gag', 'mau', 'mobil', 'basahmending', 'jangan', 'ngebid']"
"Peta.a masih belum Akurat. Yg jadi patokan rumah kita aja gak ada di temukan dipeta. Tambah bingung kita cari titik.a, kita diarahin kemana²","['petaa', 'masih', 'belum', 'akurat', 'yg', 'jadi', 'patokan', 'rumah', 'kita', 'aja', 'gak', 'ada', 'di', 'temukan', 'dipeta', 'tambah', 'bingung', 'kita', 'cari', 'titika', 'kita', 'diarahin', 'kemana']","['petaa', 'akurat', 'yg', 'jadi', 'patok', 'rumah', 'aja', 'gak', 'temu', 'peta', 'tambah', 'bingung', 'cari', 'titika', 'diarahin']"
apa alamat g lengkap,"['apa', 'alamat', 'g', 'lengkap']","['apa', 'alamat', 'g', 'lengkap']"
Pesan food bisa se jam nyari driver nya.. Sangat lambat kinerja nya,"['pesan', 'food', 'bisa', 'se', 'jam', 'nyari', 'driver', 'nya', 'sangat', 'lambat', 'kinerja', 'nya']","['pesan', 'food', 'se', 'jam', 'nyari', 'driver', 'nya', 'sangat', 'lambat', 'kerja', 'nya']"
"isi walet maxim malah nyangkut gabisa digunain apapa dan gabisa diapa apain dananya, gaada fitur tf kemana pun, tolong ditindak lanjuti 😠 saya mau pesan maxim pun gaada yang mau nerima pembayaran wallet","['isi', 'walet', 'maxim', 'malah', 'nyangkut', 'gabisa', 'digunain', 'apapa', 'dan', 'gabisa', 'diapa', 'apain', 'dananya', 'gaada', 'fitur', 'tf', 'kemana', 'pun', 'tolong', 'ditindak', 'lanjuti', 'saya', 'mau', 'pesan', 'maxim', 'pun', 'gaada', 'yang', 'mau', 'nerima', 'pembayaran', 'wallet']","['isi', 'walet', 'maxim', 'malah', 'nyangkut', 'gabisa', 'digunain', 'apapa', 'gabisa', 'apa', 'apain', 'dana', 'gaada', 'fitur', 'tf', 'tindak', 'lanjut', 'mau', 'pesan', 'maxim', 'gaada', 'mau', 'nerima', 'bayar', 'wallet']"
Aduh jelek banget. Kualitas pelayanan kurang. Mau mengucap terus.,"['aduh', 'jelek', 'banget', 'kualitas', 'pelayanan', 'kurang', 'mau', 'mengucap', 'terus']","['aduh', 'jelek', 'banget', 'kualitas', 'layan', 'kurang', 'mau', 'ucap', 'terus']"
gak bisa nerima sms,"['gak', 'bisa', 'nerima', 'sms']","['gak', 'nerima', 'sms']"
"pengemudi tidak tau maps dan menyalahkan penumpang dengan emosi dan tidak baik,dan menyetir secara ugal ugalan. atas nama Arif Sultoni plat F 5041FJK tolong pengemudi seperti itu sangat merugikan sekali","['pengemudi', 'tidak', 'tau', 'maps', 'dan', 'menyalahkan', 'penumpang', 'dengan', 'emosi', 'dan', 'tidak', 'baikdan', 'menyetir', 'secara', 'ugal', 'ugalan', 'atas', 'nama', 'arif', 'sultoni', 'plat', 'f', 'fjk', 'tolong', 'pengemudi', 'seperti', 'itu', 'sangat', 'merugikan', 'sekali']","['kemudi', 'tau', 'maps', 'salah', 'tumpang', 'emosi', 'baikdan', 'setir', 'ugal', 'ugalan', 'atas', 'nama', 'arif', 'sultoni', 'plat', 'f', 'fjk', 'kemudi', 'sangat', 'rugi', 'sekali']"
"Murah sih tp bbrpa driver tdk profesional,,, sdh nunggu lama2 tau2 main cancel saja drivernya","['murah', 'sih', 'tp', 'bbrpa', 'driver', 'tdk', 'profesional', 'sdh', 'nunggu', 'lama', 'tau', 'main', 'cancel', 'saja', 'drivernya']","['murah', 'sih', 'tp', 'bbrpa', 'driver', 'tdk', 'profesional', 'sdh', 'nunggu', 'lama', 'tau', 'main', 'cancel', 'drivernya']"
Kalau musim hujan harganya naik emangnya ya?,"['kalau', 'musim', 'hujan', 'harganya', 'naik', 'emangnya', 'ya']","['kalau', 'musim', 'hujan', 'harga', 'naik', 'emang']"
Peta tidak keluar udah mencoba berkali uninstal instal tetap tidak keluar peta,"['peta', 'tidak', 'keluar', 'udah', 'mencoba', 'berkali', 'uninstal', 'instal', 'tetap', 'tidak', 'keluar', 'peta']","['peta', 'keluar', 'udah', 'coba', 'kali', 'uninstal', 'instal', 'tetap', 'keluar', 'peta']"
Deiver sangat buruk tidak profesional,"['deiver', 'sangat', 'buruk', 'tidak', 'profesional']","['deiver', 'sangat', 'buruk', 'profesional']"
"Aplikasi yang tidak membantu. Sulit mendapat driver. Sudah dapet udah mau sampe titik jemput malah melenceng. Terus pada banyak alesan jemput nya, tolong di perbaiki","['aplikasi', 'yang', 'tidak', 'membantu', 'sulit', 'mendapat', 'driver', 'sudah', 'dapet', 'udah', 'mau', 'sampe', 'titik', 'jemput', 'malah', 'melenceng', 'terus', 'pada', 'banyak', 'alesan', 'jemput', 'nya', 'tolong', 'di', 'perbaiki']","['aplikasi', 'bantu', 'sulit', 'dapat', 'driver', 'dapet', 'udah', 'mau', 'sampe', 'titik', 'jemput', 'malah', 'lenceng', 'terus', 'banyak', 'alesan', 'jemput', 'nya', 'baik']"
Saya sangat kecewa kenapa pacar saya di turunin di tengah jalan besar da jarak rumah pacar saya itu masih jauh banget?? Saya mau minta penjelasan nya Untuk nopol nya B4922KWN padahal saya sudah bayar untuk ongkos dari maxim nya sesuai harga jujur saya sangat kecewa,"['saya', 'sangat', 'kecewa', 'kenapa', 'pacar', 'saya', 'di', 'turunin', 'di', 'tengah', 'jalan', 'besar', 'da', 'jarak', 'rumah', 'pacar', 'saya', 'itu', 'masih', 'jauh', 'banget', 'saya', 'mau', 'minta', 'penjelasan', 'nya', 'untuk', 'nopol', 'nya', 'bkwn', 'padahal', 'saya', 'sudah', 'bayar', 'untuk', 'ongkos', 'dari', 'maxim', 'nya', 'sesuai', 'harga', 'jujur', 'saya', 'sangat', 'kecewa']","['sangat', 'kecewa', 'pacar', 'turunin', 'tengah', 'jalan', 'besar', 'da', 'jarak', 'rumah', 'pacar', 'jauh', 'banget', 'mau', 'minta', 'jelas', 'nya', 'nopol', 'nya', 'bkwn', 'padahal', 'bayar', 'ongkos', 'maxim', 'nya', 'sesuai', 'harga', 'jujur', 'sangat', 'kecewa']"
Apk ny suka eror,"['apk', 'ny', 'suka', 'eror']","['apk', 'ny', 'suka', 'eror']"
"Aplikasi aneh. Tf ke kaspro uangnya ga masuk pdhl VA dicopy dri maximnya trs ga ada menu bantuan wkwk jgn coba"" deh pake kaspro nya. Nyeseeellll nanti uangnya hilang percuma !!!","['aplikasi', 'aneh', 'tf', 'ke', 'kaspro', 'uangnya', 'ga', 'masuk', 'pdhl', 'va', 'dicopy', 'dri', 'maximnya', 'trs', 'ga', 'ada', 'menu', 'bantuan', 'wkwk', 'jgn', 'coba', 'deh', 'pake', 'kaspro', 'nya', 'nyeseeellll', 'nanti', 'uangnya', 'hilang', 'percuma']","['aplikasi', 'aneh', 'tf', 'kaspro', 'uang', 'ga', 'masuk', 'pdhl', 'va', 'dicopy', 'dri', 'maximnya', 'trs', 'ga', 'menu', 'bantu', 'wkwk', 'jgn', 'coba', 'deh', 'pake', 'kaspro', 'nya', 'nyeseeellll', 'uang', 'hilang', 'percuma']"
Alamat berubah sendiri dari waktu pesan. Merugikan pelanggan & driver. 2 x kejadian & rugi 200 rb gue tiap kali kejadian. Lapor ke admin-ny jg gak bs di submit krn kolom no telp gak bs di input,"['alamat', 'berubah', 'sendiri', 'dari', 'waktu', 'pesan', 'merugikan', 'pelanggan', 'driver', 'x', 'kejadian', 'rugi', 'rb', 'gue', 'tiap', 'kali', 'kejadian', 'lapor', 'ke', 'adminny', 'jg', 'gak', 'bs', 'di', 'submit', 'krn', 'kolom', 'no', 'telp', 'gak', 'bs', 'di', 'input']","['alamat', 'ubah', 'sendiri', 'waktu', 'pesan', 'rugi', 'langgan', 'driver', 'x', 'jadi', 'rugi', 'rb', 'gue', 'tiap', 'kali', 'jadi', 'lapor', 'adminny', 'jg', 'gak', 'bs', 'submit', 'krn', 'kolom', 'no', 'telp', 'gak', 'bs', 'input']"
"Perbaiki lagi Maps nyaaa ,, titik customer dengan driver ngak sesuai ,,, udh nunggu lama driver ga datang2 tp waktu menunggu berbayar ,, d bilang nya titik nya ga sesuai padahal udh jelas , saya kalau pake apk lain slalu sesuai 😩 driver nya udh saya WhatsApp trs minta d sharelok ttp aja lamaaan! Trs minta d sharelok buat apaan","['perbaiki', 'lagi', 'maps', 'nyaaa', 'titik', 'customer', 'dengan', 'driver', 'ngak', 'sesuai', 'udh', 'nunggu', 'lama', 'driver', 'ga', 'datang', 'tp', 'waktu', 'menunggu', 'berbayar', 'd', 'bilang', 'nya', 'titik', 'nya', 'ga', 'sesuai', 'padahal', 'udh', 'jelas', 'saya', 'kalau', 'pake', 'apk', 'lain', 'slalu', 'sesuai', 'driver', 'nya', 'udh', 'saya', 'whatsapp', 'trs', 'minta', 'd', 'sharelok', 'ttp', 'aja', 'lamaaan', 'trs', 'minta', 'd', 'sharelok', 'buat', 'apaan']","['baik', 'maps', 'nyaaa', 'titik', 'customer', 'driver', 'ngak', 'sesuai', 'udh', 'nunggu', 'lama', 'driver', 'ga', 'datang', 'tp', 'waktu', 'tunggu', 'bayar', 'd', 'bilang', 'nya', 'titik', 'nya', 'ga', 'sesuai', 'padahal', 'udh', 'jelas', 'kalau', 'pake', 'apk', 'slalu', 'sesuai', 'driver', 'nya', 'udh', 'whatsapp', 'trs', 'minta', 'd', 'sharelok', 'ttp', 'aja', 'lamaaan', 'trs', 'minta', 'd', 'sharelok', 'buat', 'apa']"
Penipuan,['penipuan'],['tipu']
"Mohon di tindak dong min driver2 yang kena complain dari pelanggan. saya dapet driver datangnya lama ga konfirmasi mau diambil atau tidak orderannya, giliran saya batalin malah ngamuk2 ngancem mau mukulin saya. Tolong ditindak lanjutin buat keselamatan pelanggan juga. Saya setiap hari pake maxim tp kalo keselamatan saya atas driver yg ga ramah dan melakukan pengancaman kepada pelanggan saya jadi ragu buat make jasa maxim lagi.","['mohon', 'di', 'tindak', 'dong', 'min', 'driver', 'yang', 'kena', 'complain', 'dari', 'pelanggan', 'saya', 'dapet', 'driver', 'datangnya', 'lama', 'ga', 'konfirmasi', 'mau', 'diambil', 'atau', 'tidak', 'orderannya', 'giliran', 'saya', 'batalin', 'malah', 'ngamuk', 'ngancem', 'mau', 'mukulin', 'saya', 'tolong', 'ditindak', 'lanjutin', 'buat', 'keselamatan', 'pelanggan', 'juga', 'saya', 'setiap', 'hari', 'pake', 'maxim', 'tp', 'kalo', 'keselamatan', 'saya', 'atas', 'driver', 'yg', 'ga', 'ramah', 'dan', 'melakukan', 'pengancaman', 'kepada', 'pelanggan', 'saya', 'jadi', 'ragu', 'buat', 'make', 'jasa', 'maxim', 'lagi']","['mohon', 'tindak', 'dong', 'min', 'driver', 'kena', 'complain', 'langgan', 'dapet', 'driver', 'datang', 'lama', 'ga', 'konfirmasi', 'mau', 'ambil', 'order', 'gilir', 'batalin', 'malah', 'ngamuk', 'ngancem', 'mau', 'mukulin', 'tindak', 'lanjutin', 'buat', 'selamat', 'langgan', 'hari', 'pake', 'maxim', 'tp', 'kalo', 'selamat', 'atas', 'driver', 'yg', 'ga', 'ramah', 'laku', 'ancam', 'langgan', 'jadi', 'ragu', 'buat', 'make', 'jasa', 'maxim']"
"Dengerin kalo orang komplen, benerin tuh maps nya!","['dengerin', 'kalo', 'orang', 'komplen', 'benerin', 'tuh', 'maps', 'nya']","['dengerin', 'kalo', 'orang', 'komplen', 'benerin', 'tuh', 'maps', 'nya']"
"Tarif bike saya rasa terlalu murah , mengingat jauhnya jarak tempuh dan juga ada potongan untuk pihak maxim . mohon di revisi kembali biar sama sama menguntungkan . Terima kasih","['tarif', 'bike', 'saya', 'rasa', 'terlalu', 'murah', 'mengingat', 'jauhnya', 'jarak', 'tempuh', 'dan', 'juga', 'ada', 'potongan', 'untuk', 'pihak', 'maxim', 'mohon', 'di', 'revisi', 'kembali', 'biar', 'sama', 'sama', 'menguntungkan', 'terima', 'kasih']","['tarif', 'bike', 'rasa', 'terlalu', 'murah', 'ingat', 'jauh', 'jarak', 'tempuh', 'potong', 'pihak', 'maxim', 'mohon', 'revisi', 'biar', 'sama', 'sama', 'untung', 'terima', 'kasih']"
JELEK NGOMONGNYA 3/4 MENIT NYAMPE. BOLEH LAH KITA TOLERANSI 5-6 MENIT. INI SAMPE 15 MENIT NUNGGUIN DRIVER,"['jelek', 'ngomongnya', 'menit', 'nyampe', 'boleh', 'lah', 'kita', 'toleransi', 'menit', 'ini', 'sampe', 'menit', 'nungguin', 'driver']","['jelek', 'ngomongnya', 'menit', 'nyampe', 'lah', 'toleransi', 'menit', 'sampe', 'menit', 'nungguin', 'driver']"
Tolong di benahi cara kerja driver yg tidak sesuai SOP tidak memakai identitas Maxim driver pembayaran tidak sesuai dg alasan tidak ada kembalian memakai celana pendek mengemudi ugal ugalan,"['tolong', 'di', 'benahi', 'cara', 'kerja', 'driver', 'yg', 'tidak', 'sesuai', 'sop', 'tidak', 'memakai', 'identitas', 'maxim', 'driver', 'pembayaran', 'tidak', 'sesuai', 'dg', 'alasan', 'tidak', 'ada', 'kembalian', 'memakai', 'celana', 'pendek', 'mengemudi', 'ugal', 'ugalan']","['benah', 'cara', 'kerja', 'driver', 'yg', 'sesuai', 'sop', 'pakai', 'identitas', 'maxim', 'driver', 'bayar', 'sesuai', 'dg', 'alas', 'kembali', 'pakai', 'celana', 'pendek', 'kemudi', 'ugal', 'ugalan']"
Butut,['butut'],['butut']
mantap,['mantap'],['mantap']
"Pelayanan kayak tadi loading nya lama bnget,,,gak niat ambil orderan gak usah buat aplikasi kayak taii,,,gak bisa kalo buat buru buru","['pelayanan', 'kayak', 'tadi', 'loading', 'nya', 'lama', 'bngetgak', 'niat', 'ambil', 'orderan', 'gak', 'usah', 'buat', 'aplikasi', 'kayak', 'taiigak', 'bisa', 'kalo', 'buat', 'buru', 'buru']","['layan', 'kayak', 'tadi', 'loading', 'nya', 'lama', 'bngetgak', 'niat', 'ambil', 'order', 'gak', 'usah', 'buat', 'aplikasi', 'kayak', 'taiigak', 'kalo', 'buat', 'buru', 'buru']"
Susah mencari pengemudi!,"['susah', 'mencari', 'pengemudi']","['susah', 'cari', 'kemudi']"
lambattttt,['lambattttt'],['lambattttt']
"Hati2 menggunakan maxim wallet kaspro, sangat tidak direkomendasikan. Saya sudah transfer tapi sudah 2 hari belum masuk2. Di email tdk merespon.","['hati', 'menggunakan', 'maxim', 'wallet', 'kaspro', 'sangat', 'tidak', 'direkomendasikan', 'saya', 'sudah', 'transfer', 'tapi', 'sudah', 'hari', 'belum', 'masuk', 'di', 'email', 'tdk', 'merespon']","['hati', 'guna', 'maxim', 'wallet', 'kaspro', 'sangat', 'rekomendasi', 'transfer', 'hari', 'masuk', 'email', 'tdk', 'merespon']"
Aplikasi ga jelas mahal driver ga ad yg bener mnding grab selisih 5 rbu jelas seusai alamat,"['aplikasi', 'ga', 'jelas', 'mahal', 'driver', 'ga', 'ad', 'yg', 'bener', 'mnding', 'grab', 'selisih', 'rbu', 'jelas', 'seusai', 'alamat']","['aplikasi', 'ga', 'jelas', 'mahal', 'driver', 'ga', 'ad', 'yg', 'bener', 'mnding', 'grab', 'selisih', 'rbu', 'jelas', 'usai', 'alamat']"
"Sumpah gua kesel bngt saama drivernya knp jarak selalu jadi alesan contohnya gua tadi pesen dari gacoan tebet kestasiun tebet lagi buru"" terus ujan gua pesen lah maxim ride gua pikir dia bakal masuk parkiran gacoan eh ternyata gk posisi ujan deres gua dsrh keluar dari dalem gacoan sama drivernya kata dia ayo cepet dan yg gua btnya dia gk inisiatif buat ngsh jas ujan dan helm bad bngt gua udh ada janjian saama seseorang jadi kecancle gara "" drivernya baju gua basah dan lepek.....","['sumpah', 'gua', 'kesel', 'bngt', 'saama', 'drivernya', 'knp', 'jarak', 'selalu', 'jadi', 'alesan', 'contohnya', 'gua', 'tadi', 'pesen', 'dari', 'gacoan', 'tebet', 'kestasiun', 'tebet', 'lagi', 'buru', 'terus', 'ujan', 'gua', 'pesen', 'lah', 'maxim', 'ride', 'gua', 'pikir', 'dia', 'bakal', 'masuk', 'parkiran', 'gacoan', 'eh', 'ternyata', 'gk', 'posisi', 'ujan', 'deres', 'gua', 'dsrh', 'keluar', 'dari', 'dalem', 'gacoan', 'sama', 'drivernya', 'kata', 'dia', 'ayo', 'cepet', 'dan', 'yg', 'gua', 'btnya', 'dia', 'gk', 'inisiatif', 'buat', 'ngsh', 'jas', 'ujan', 'dan', 'helm', 'bad', 'bngt', 'gua', 'udh', 'ada', 'janjian', 'saama', 'seseorang', 'jadi', 'kecancle', 'gara', 'drivernya', 'baju', 'gua', 'basah', 'dan', 'lepek']","['sumpah', 'gua', 'kesel', 'bngt', 'saama', 'drivernya', 'knp', 'jarak', 'selalu', 'jadi', 'alesan', 'contoh', 'gua', 'tadi', 'sen', 'gaco', 'tebet', 'stasiun', 'tebet', 'buru', 'terus', 'ujan', 'gua', 'sen', 'lah', 'maxim', 'ride', 'gua', 'pikir', 'bakal', 'masuk', 'parkir', 'gaco', 'eh', 'nyata', 'gk', 'posisi', 'ujan', 'deres', 'gua', 'dsrh', 'keluar', 'dalem', 'gaco', 'sama', 'drivernya', 'kata', 'ayo', 'cepet', 'yg', 'gua', 'btnya', 'gk', 'inisiatif', 'buat', 'ngsh', 'jas', 'ujan', 'helm', 'bad', 'bngt', 'gua', 'udh', 'janji', 'saama', 'orang', 'jadi', 'kecancle', 'gara', 'drivernya', 'baju', 'gua', 'basah', 'lepek']"
Kadang Pingin siih pake Maxim tp Susah pakenya krn Hrs ngepas sin Titik jemputnya dn g pernh bisa Baiknya spt yg lain aja cukup alamat lengkap,"['kadang', 'pingin', 'siih', 'pake', 'maxim', 'tp', 'susah', 'pakenya', 'krn', 'hrs', 'ngepas', 'sin', 'titik', 'jemputnya', 'dn', 'g', 'pernh', 'bisa', 'baiknya', 'spt', 'yg', 'lain', 'aja', 'cukup', 'alamat', 'lengkap']","['kadang', 'pingin', 'siih', 'pake', 'maxim', 'tp', 'susah', 'pakenya', 'krn', 'hrs', 'ngepas', 'sin', 'titik', 'jemput', 'dn', 'g', 'pernh', 'baik', 'spt', 'yg', 'aja', 'cukup', 'alamat', 'lengkap']"
"Maxim bandara ssk2, ongkos 94 rb, sales minta charge parkir bandara 32rb tunai.. ditanya dasarnya, gk bisa jawab.. gk keberatan bayar jika transparan","['maxim', 'bandara', 'ssk', 'ongkos', 'rb', 'sales', 'minta', 'charge', 'parkir', 'bandara', 'rb', 'tunai', 'ditanya', 'dasarnya', 'gk', 'bisa', 'jawab', 'gk', 'keberatan', 'bayar', 'jika', 'transparan']","['maxim', 'bandara', 'ssk', 'ongkos', 'rb', 'sales', 'minta', 'charge', 'parkir', 'bandara', 'rb', 'tunai', 'tanya', 'dasar', 'gk', 'jawab', 'gk', 'berat', 'bayar', 'transparan']"
baik,['baik'],['baik']
"Woy, apaan sih, jalan dari tempat saya di kerkof ke nanjung cuman masalah satu arah kok jadi mahal?, map nya tolong di perbaiki cuman satu arah kok jadi harus muter gk jelas. Jalan satu arah buat mobil aja kalo motor masih bisa masuk. Ya masa sebelum hari kemarin. Dari kerkof ke nanjung bisa 10k kok jadi 15k, heran","['woy', 'apaan', 'sih', 'jalan', 'dari', 'tempat', 'saya', 'di', 'kerkof', 'ke', 'nanjung', 'cuman', 'masalah', 'satu', 'arah', 'kok', 'jadi', 'mahal', 'map', 'nya', 'tolong', 'di', 'perbaiki', 'cuman', 'satu', 'arah', 'kok', 'jadi', 'harus', 'muter', 'gk', 'jelas', 'jalan', 'satu', 'arah', 'buat', 'mobil', 'aja', 'kalo', 'motor', 'masih', 'bisa', 'masuk', 'ya', 'masa', 'sebelum', 'hari', 'kemarin', 'dari', 'kerkof', 'ke', 'nanjung', 'bisa', 'k', 'kok', 'jadi', 'k', 'heran']","['woy', 'apa', 'sih', 'jalan', 'tempat', 'kerkof', 'nanjung', 'cuman', 'masalah', 'satu', 'arah', 'kok', 'jadi', 'mahal', 'map', 'nya', 'baik', 'cuman', 'satu', 'arah', 'kok', 'jadi', 'muter', 'gk', 'jelas', 'jalan', 'satu', 'arah', 'buat', 'mobil', 'aja', 'kalo', 'motor', 'masuk', 'masa', 'hari', 'kemarin', 'kerkof', 'nanjung', 'k', 'kok', 'jadi', 'k', 'heran']"
