no_stopwords,stemmed_text
"['berguna', 'alamat', 'lokasi', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'ataupun', 'perusahaan', 'map', 'nya', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'pokonya', 'ga', 'banget', 'deh', 'iwww']","['guna', 'alamat', 'lokasi', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'atau', 'usaha', 'map', 'nya', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'poko', 'ga', 'banget', 'deh', 'iwww']"
"['sbg', 'penumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'katanya', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'pengemudinya', 'gatau', 'cara', 'tarik', 'tunai', 'ga', 'terima', 'bayar', 'non', 'tunai', 'dikira', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhirnya', 'sy', 'bayar', 'x', 'boss', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'pengemudi', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'disuruh', 'dtg', 'kantornya', 'wah', 'malah', 'ribut', 'ntr', 'disana', 'menerima', 'complain', 'lwt', 'sosmed', 'katanya']","['sbg', 'tumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'kata', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'mud', 'gatau', 'cara', 'tarik', 'tunai', 'ga', 'terima', 'bayar', 'non', 'tunai', 'kira', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhir', 'sy', 'bayar', 'x', 'boss', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'kemudi', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'suruh', 'dtg', 'kantor', 'wah', 'malah', 'ribut', 'ntr', 'sana', 'terima', 'complain', 'lwt', 'sosmed', 'kata']"
"['driver', 'sopanmemaki', 'maki', 'kata', 'kotorsangat', 'menyesal', 'menggunakan', 'aplikasi']","['driver', 'sopanmemaki', 'maki', 'kata', 'kotorsangat', 'sesal', 'guna', 'aplikasi']"
"['ngga', 'jelas', 'nih', 'soal', 'pembayaran', 'diaplikasi', 'coustomer', 'sama', 'driver', 'beda']","['ngga', 'jelas', 'nih', 'soal', 'bayar', 'aplikasi', 'coustomer', 'sama', 'driver', 'beda']"
"['percuma', 'promo', 'promonya', 'gak', 'berlaku', 'promo', 'pas', 'bayar', 'dimintai', 'benar']","['percuma', 'promo', 'promonya', 'gak', 'laku', 'promo', 'pas', 'bayar', 'minta', 'benar']"
"['customer', 'turunin', 'pinggir', 'jalan']","['customer', 'turunin', 'pinggir', 'jalan']"
"['sejajarkan', 'harga', 'bersaing', 'sehat', 'dooonk']","['sejajar', 'harga', 'saing', 'sehat', 'dooonk']"
"['masuk', 'kode', 'nya', 'lemot']","['masuk', 'kode', 'nya', 'lot']"
"['bersaing', 'harga', 'lah', 'sehat', 'jangan', 'merusak', 'menjatuhkan', 'harga', 'lokal']","['saing', 'harga', 'lah', 'sehat', 'jangan', 'rusak', 'jatuh', 'harga', 'lokal']"
"['gak', 'jelas', 'nihil', 'pengguna', 'nya', 'dikit', 'ditipu', 'terus', 'mesen', 'makanan', 'malah', 'abang', 'nya', 'minta', 'transfer', 'deluan', 'aplikasi', 'nya', 'gak', 'worth', 'it']","['gak', 'jelas', 'nihil', 'guna', 'nya', 'dikit', 'tipu', 'terus', 'mesen', 'makan', 'malah', 'abang', 'nya', 'minta', 'transfer', 'delu', 'aplikasi', 'nya', 'gak', 'worth', 'it']"
"['ribet', 'gps', 'nya', 'ruwet', 'ruwet', 'gak', 'kaya', 'aplikasi', 'mah', 'ruwet', 'super', 'ruwet']","['ribet', 'gps', 'nya', 'ruwet', 'ruwet', 'gak', 'kaya', 'aplikasi', 'mah', 'ruwet', 'super', 'ruwet']"
"['ati', 'ati', 'yg', 'naik', 'stasiun', 'pasar', 'turi', 'surabaya', 'bungurasih', 'harga', 'gak', 'sesuai', 'argo', 'getok', 'ribu', 'alsan', 'bayar', 'parkr', 'mnding', 'jangan']","['ati', 'ati', 'yg', 'naik', 'stasiun', 'pasar', 'turi', 'surabaya', 'bungurasih', 'harga', 'gak', 'sesuai', 'argo', 'getok', 'ribu', 'alsan', 'bayar', 'parkr', 'mnding', 'jangan']"
"['kok', 'driver', 'maxim', 'sekarang', 'banyak', 'gak', 'sopan', 'caloharus', 'nya', 'mikir', 'dong', 'coba', 'bayangin', 'kalo', 'mulai', 'memakai', 'transportasi', 'umum', 'bakal', 'sepi', 'orderan', 'kalian']","['kok', 'driver', 'maxim', 'sekarang', 'banyak', 'gak', 'sopan', 'caloharus', 'nya', 'mikir', 'dong', 'coba', 'bayangin', 'kalo', 'mulai', 'pakai', 'transportasi', 'umum', 'bakal', 'sepi', 'order', 'kalian']"
"['tolonglah', 'maxim', 'selama', 'pesan', 'makan', 'aplikasi', 'baru', 'kali', 'berhasil', 'jarang', 'sekali', 'mau', 'terima', 'orderan']","['tolong', 'maxim', 'lama', 'pesan', 'makan', 'aplikasi', 'baru', 'kali', 'hasil', 'jarang', 'sekali', 'mau', 'terima', 'order']"
"['susah', 'banget', 'nyari', 'alamat', 'nya']","['susah', 'banget', 'nyari', 'alamat', 'nya']"
"['sangaat', 'hmmmmmm']","['sangaat', 'hmmmmmm']"
['up'],['up']
"['pelayanan', 'si', 'lumayan', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'kasi', 'sama', 'sekali', 'gak', 'pake', 'pdhl', 'saldo', 'terptong']","['layan', 'si', 'lumayan', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'kasi', 'sama', 'sekali', 'gak', 'pake', 'pdhl', 'saldo', 'terptong']"
"['top', 'up', 'rb', 'masuk']","['top', 'up', 'rb', 'masuk']"
['hoax'],['hoax']
"['mapnya', 'kotak', 'kotak', 'doang', 'kocak']","['map', 'kotak', 'kotak', 'doang', 'kocak']"
"['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'tertera', 'aplikasi', 'sesuai', 'pembayaran', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambahan', 'bayar', 'karna', 'jarak', 'driver', 'menjemput', 'terlalu', 'jauh', 'kata', 'nya', 'luruskan', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'perbolehkan', 'pelanggan', 'mnta', 'tambahan', 'biaya', 'ac', 'nyalakan', 'malah', 'suruh', 'membuka', 'jendela', 'sangat', 'sangat', 'nyaman', 'gak', 'tau', 'apa', 'emang', 'standar', 'nya']","['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'tera', 'aplikasi', 'sesuai', 'bayar', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambah', 'bayar', 'karna', 'jarak', 'driver', 'jemput', 'terlalu', 'jauh', 'kata', 'nya', 'lurus', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'boleh', 'langgan', 'mnta', 'tambah', 'biaya', 'ac', 'nyala', 'malah', 'suruh', 'buka', 'jendela', 'sangat', 'sangat', 'nyaman', 'gak', 'tau', 'apa', 'emang', 'standar', 'nya']"
"['aplikasi', 'terlalu', 'bebas', 'terbatas', 'jadi', 'banyak', 'driver', 'atribut', 'menyalah', 'gunakan', 'profesi', 'driver', 'tindak', 'kejahatan', 'keamanan', 'standard', 'nya', 'maxim', 'jadi', 'segi', 'keamanan', 'kurang']","['aplikasi', 'terlalu', 'bebas', 'batas', 'jadi', 'banyak', 'driver', 'atribut', 'salah', 'guna', 'profesi', 'driver', 'tindak', 'jahat', 'aman', 'standard', 'nya', 'maxim', 'jadi', 'segi', 'aman', 'kurang']"
"['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'sepengetahuan', 'hadiah', 'bintang', 'aja', 'deh', 'buat', 'maxim']","['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'tahu', 'hadiah', 'bintang', 'aja', 'deh', 'buat', 'maxim']"
"['apk', 'tolol']","['apk', 'tolol']"
"['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'aplikasi', 'penumpang', 'lokasi', 'pengemudi', 'bilang', 'harga', 'rb', 'tertera', 'd', 'aplikasi']","['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'aplikasi', 'tumpang', 'lokasi', 'kemudi', 'bilang', 'harga', 'rb', 'tera', 'd', 'aplikasi']"
"['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']","['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']"
"['aplikasinya', 'punya', 'fitur', 'chat', 'cs', 'keluhan', 'pelanggan', 'chat', 'online']","['aplikasi', 'punya', 'fitur', 'chat', 'cs', 'keluh', 'langgan', 'chat', 'online']"
"['titik', 'ga', 'dicari', 'mau', 'masuk', 'kode', 'otp']","['titik', 'ga', 'cari', 'mau', 'masuk', 'kode', 'otp']"
"['kecewa', 'banget', 'gak', 'daftar', 'akun', 'hapuuus']","['kecewa', 'banget', 'gak', 'daftar', 'akun', 'hapuuus']"
"['terima', 'kasih', 'sdh', 'antar', 'tempat', 'tujuan']","['terima', 'kasih', 'sdh', 'antar', 'tempat', 'tuju']"
"['aplikasi', 'transportasi', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'sesuai', 'kilometer', 'cousteumer', 'bayar', 'maxim', 'mahal', 'giliran', 'maxim', 'bayar', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'asuransi', 'jiwasraya', 'terjadi', 'nya', 'kecelakaan', 'lalu', 'lintas', 'driver', 'cousteumer', 'nyamaxim', 'perusahaan', 'rusia', 'ter', 'tolol', 'dunia']","['aplikasi', 'transportasi', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'sesuai', 'kilometer', 'cousteumer', 'bayar', 'maxim', 'mahal', 'gilir', 'maxim', 'bayar', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'asuransi', 'jiwasraya', 'jadi', 'nya', 'celaka', 'lalu', 'lintas', 'driver', 'cousteumer', 'nyamaxim', 'usaha', 'rusia', 'ter', 'tolol', 'dunia']"
"['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']","['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']"
"['kecewa', 'sayasaya', 'menunggu', 'jemputan', 'driver', 'malah', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'kenak', 'biaya', 'mending', 'klo', 'meminta', 'tunggu', 'penjemputan', 'blom', 'malah', 'disuruh', 'bayar', 'pelanggan', 'kasih', 'kopetitas', 'soalnya', 'menunggu', 'driver', 'hampir', 'satu', 'jam']","['kecewa', 'sayasaya', 'tunggu', 'jemput', 'driver', 'malah', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'nak', 'biaya', 'mending', 'klo', 'minta', 'tunggu', 'jemput', 'blom', 'malah', 'suruh', 'bayar', 'langgan', 'kasih', 'kopetitas', 'soal', 'tunggu', 'driver', 'hampir', 'satu', 'jam']"
"['udah', 'nunggu', 'lama', 'malah', 'cancel', 'hadehh']","['udah', 'nunggu', 'lama', 'malah', 'cancel', 'hadehh']"
"['memuaskanlama', 'orderandan', 'gak', 'batalin', 'pilihan', 'nya', 'mana', 'cuman', 'mengubah', 'orderan', 'mengorder', 'makanan']","['memuaskanlama', 'orderandan', 'gak', 'batalin', 'pilih', 'nya', 'mana', 'cuman', 'ubah', 'order', 'order', 'makan']"
"['awalnya', 'dri', 'kastamer', 'nyoba', 'ikut', 'jdi', 'driver', 'menyimak', 'percakapan', 'umum', 'area', 'bali', 'driver', 'nya', 'ternyata', 'saling', 'makan', 'teman', 'sendiri', 'alias', 'rasis', 'menghina', 'sesama', 'driver', 'maxim', 'sesama', 'driver', 'kalian', 'berkelakuan', 'kastamer', 'meninggalkan', 'maxim', 'sendiri', 'lebih', 'baik', 'sama', 'memakai', 'jasa', 'aplikasi', 'klo', 'kelakuan', 'driver', 'balinya', 'sangat', 'minus', 'kalau', 'developer', 'percaya', 'silahkan', 'masuk', 'percakapan', 'umum', 'area', 'balilihat', 'sendiri', 'etika', 'mines', 'drivernya']","['awal', 'dri', 'kastamer', 'nyoba', 'ikut', 'jdi', 'driver', 'simak', 'cakap', 'umum', 'area', 'bal', 'driver', 'nya', 'nyata', 'saling', 'makan', 'teman', 'sendiri', 'alias', 'ras', 'hina', 'sama', 'driver', 'maxim', 'sama', 'driver', 'kalian', 'laku', 'kastamer', 'tinggal', 'maxim', 'sendiri', 'lebih', 'baik', 'sama', 'pakai', 'jasa', 'aplikasi', 'klo', 'laku', 'driver', 'bal', 'sangat', 'minus', 'kalau', 'developer', 'percaya', 'silah', 'masuk', 'cakap', 'umum', 'area', 'balilihat', 'sendiri', 'etika', 'mes', 'drivernya']"
"['delivery', 'dibuat', 'auto', 'aja', 'min', 'kalo', 'udah', 'buat', 'auto', 'tak', 'ganti', 'b', 'biar', 'cepet', 'dapet', 'orderan', 'delivery', 'express', 'mu', 'gak', 'penggunanya']","['delivery', 'buat', 'auto', 'aja', 'min', 'kalo', 'udah', 'buat', 'auto', 'tak', 'ganti', 'b', 'biar', 'cepet', 'dapet', 'order', 'delivery', 'express', 'mu', 'gak', 'guna']"
"['aplikasi', 'scam', 'promosiin', 'mulu', 'saldo', 'gratis', 'tp', 'gapernah', 'kepakai']","['aplikasi', 'scam', 'promosiin', 'mulu', 'saldo', 'gratis', 'tp', 'gapernah', 'pakai']"
"['saldo', 'gak', 'masuk', 'aplikasi', 'gak', 'jelas', 'jelek', 'emang', 'paling', 'gampang', 'gojek', 'grab', 'perbaiki']","['saldo', 'gak', 'masuk', 'aplikasi', 'gak', 'jelas', 'jelek', 'emang', 'paling', 'gampang', 'gojek', 'grab', 'baik']"
"['admin', 'saldo', 'ewallet', 'kaspro', 'kok', 'blm', 'masuk', 'melalui', 'tf', 'bank', 'cimb']","['admin', 'saldo', 'ewallet', 'kaspro', 'kok', 'blm', 'masuk', 'lalu', 'tf', 'bank', 'cimb']"
"['pas', 'isi', 'e', 'wallet', 'maxim', 'tf', 'nya', 'udah', 'berhasil', 'gk', 'masuk', 'mau', 'coba', 'hubungi', 'maxim', 'apk', 'gk', 'respon', 'sekarang', 'kecewa', 'sih', 'jadi', 'no', 'recomend', 'buat', 'pembayarantop', 'up', 'e', 'wallet', 'maxim', 'gagal', 'terus', 'uang', 'nya', 'gk', 'tau', 'deh', 'aneh']","['pas', 'isi', 'e', 'wallet', 'maxim', 'tf', 'nya', 'udah', 'hasil', 'gk', 'masuk', 'mau', 'coba', 'hubung', 'maxim', 'apk', 'gk', 'respon', 'sekarang', 'kecewa', 'sih', 'jadi', 'no', 'recomend', 'buat', 'pembayarantop', 'up', 'e', 'wallet', 'maxim', 'gagal', 'terus', 'uang', 'nya', 'gk', 'tau', 'deh', 'aneh']"
"['aplikasi', 'bagus', 'jangan', 'bekerjasama', 'kaspro']","['aplikasi', 'bagus', 'jangan', 'bekerjasama', 'kaspro']"
"['aplikasi', 'bodong', 'gk', 'jelas']","['aplikasi', 'bodong', 'gk', 'jelas']"
"['pertama', 'isi', 'saldo', 'maxim', 'wallet', 'lama', 'bgt', 'masuk', 'nya', 'berhari', 'hari', 'abis', 'kirim', 'nya', 'ga', 'sesuai', 'saldo', 'nya', 'pas', 'top', 'up', 'top', 'up', 'masuk', 'sama', 'sekali', 'saldo', 'nya', 'sangat', 'memuaskan']","['pertama', 'isi', 'saldo', 'maxim', 'wallet', 'lama', 'bgt', 'masuk', 'nya', 'hari', 'hari', 'abis', 'kirim', 'nya', 'ga', 'sesuai', 'saldo', 'nya', 'pas', 'top', 'up', 'top', 'up', 'masuk', 'sama', 'sekali', 'saldo', 'nya', 'sangat', 'muas']"
"['aplikasi', 'jelek', 'mending', 'si', 'ijo', 'sebelah']","['aplikasi', 'jelek', 'mending', 'si', 'ijo', 'belah']"
"['susah', 'login']","['susah', 'login']"
"['top', 'up', 'lama', 'masuk', 'ngisi', 'alamat', 'nama', 'jalan', 'susah']","['top', 'up', 'lama', 'masuk', 'ngisi', 'alamat', 'nama', 'jalan', 'susah']"
"['gunakannya', 'jd', 'cukup', 'bintang']","['guna', 'jd', 'cukup', 'bintang']"
"['ngisi', 'saldo', 'wallet', 'kaspro', 'berapa', 'eh', 'masuk', 'berapa', 'hadeh']","['ngisi', 'saldo', 'wallet', 'kaspro', 'berapa', 'eh', 'masuk', 'berapa', 'hadeh']"
"['maps', 'nya', 'ga', 'jelas', 'cape', 'nyari', 'nyari', 'alamat', 'ga', 'ketemu', 'ktemu']","['maps', 'nya', 'ga', 'jelas', 'cape', 'nyari', 'nyari', 'alamat', 'ga', 'ketemu', 'ktemu']"
"['mohon', 'bantuannya', 'kirim', 'kode', 'otp', 'nya', 'nomor', 'telepon', 'sukses', 'selalu', 'utk', 'maxim', 'tks']","['mohon', 'bantu', 'kirim', 'kode', 'otp', 'nya', 'nomor', 'telepon', 'sukses', 'selalu', 'utk', 'maxim', 'tks']"
"['memesan', 'food', 'muncul', 'tampilan', 'putih']","['mes', 'food', 'muncul', 'tampil', 'putih']"
"['hancur', 'tak', 'berpihak', 'driver']","['hancur', 'tak', 'pihak', 'driver']"
"['sk', 'gubernur', 'dijalankan']","['sk', 'gubernur', 'jalan']"
"['mau', 'masuk', 'maxim', 'gk', 'kodenya', 'padahal', 'nomor', 'benarrgak', 'aplikasinya']","['mau', 'masuk', 'maxim', 'gk', 'kode', 'padahal', 'nomor', 'benarrgak', 'aplikasi']"
"['pengalaman', 'pesan', 'maxim', 'bbrpa', 'kali', 'karna', 'harga', 'lebih', 'murah', 'dr', 'apk', 'ojol', 'tp', 'pelayanan', 'driver', 'sangat', 'sangat', 'burukk', 'sopanntdk', 'pesan', 'maxim', 'lebih', 'baik', 'bayar', 'mahal', 'kualitas', 'bagus']","['alam', 'pesan', 'maxim', 'bbrpa', 'kali', 'karna', 'harga', 'lebih', 'murah', 'dr', 'apk', 'ojol', 'tp', 'layan', 'driver', 'sangat', 'sangat', 'burukk', 'sopanntdk', 'pesan', 'maxim', 'lebih', 'baik', 'bayar', 'mahal', 'kualitas', 'bagus']"
"['gimana', 'sih', 'mau', 'log', 'in', 'susah', 'bangett', 'nomer', 'kode', 'nya', 'ga', 'kekirim', 'kirim', 'kalo', 'udah', 'butut', 'tutup', 'aja', 'apk', 'nya']","['gimana', 'sih', 'mau', 'log', 'in', 'susah', 'bangett', 'nomer', 'kode', 'nya', 'ga', 'kirim', 'kirim', 'kalo', 'udah', 'butut', 'tutup', 'aja', 'apk', 'nya']"
"['masukkan', 'utk', 'kassprokasswalletnya', 'sgr', 'diperbaiki', 'lgsosialisasikan', 'lg', 'ttg', 'kasspro', 'pengemudi', 'krn', 'bnyk', 'pengemudi', 'yg', 'tdk', 'paham', 'dg', 'kassprokasswallethny', 'krn', 'pengemudi', 'tdk', 'paham', 'kasspro', 'jd', 'mengecewakan', 'pengguna', 'trm', 'ksh']","['masuk', 'utk', 'kassprokasswalletnya', 'sgr', 'baik', 'lgsosialisasikan', 'lg', 'ttg', 'kasspro', 'kemudi', 'krn', 'bnyk', 'kemudi', 'yg', 'tdk', 'paham', 'dg', 'kassprokasswallethny', 'krn', 'kemudi', 'tdk', 'paham', 'kasspro', 'jd', 'kecewa', 'guna', 'trm', 'ksh']"
"['petanya', 'anehgak', 'lihat', 'posisi', 'orang', 'mesan']","['peta', 'anehgak', 'lihat', 'posisi', 'orang', 'mesan']"
"['kecewa', 'saldo', 'tersedot', 'banyak', 'pembayaran', 'ewallet', 'maxim', 'kaspro', 'akhirnya', 'melakukan', 'pembayarab', 'double', 'cash', 'saldo', 'tersedot', 'ewallet', 'kaspro']","['kecewa', 'saldo', 'sedot', 'banyak', 'bayar', 'ewallet', 'maxim', 'kaspro', 'akhir', 'laku', 'pembayarab', 'double', 'cash', 'saldo', 'sedot', 'ewallet', 'kaspro']"
"['baru', 'selesai', 'top', 'up', 'maxim', 'wallet', 'melakukan', 'nya', 'app', 'ovo', 'pengiriman', 'berhasil', 'saldo', 'maxim', 'wallet', 'tetap', 'kosong']","['baru', 'selesai', 'top', 'up', 'maxim', 'wallet', 'laku', 'nya', 'app', 'ovo', 'kirim', 'hasil', 'saldo', 'maxim', 'wallet', 'tetap', 'kosong']"
"['vertikasi', 'nelpon', 'sms', 'susah', 'gak', 'keluar', 'apaan', 'coba']","['vertikasi', 'nelpon', 'sms', 'susah', 'gak', 'keluar', 'apa', 'coba']"
"['aplikasi', 'tolol', 'order', 'makanan', 'ga', 'dibatalkan', 'anjinglah', 'maksimalkan', 'aplikasinya', 'dulu', 'baru', 'terbitkan', 'layanan', 'publik']","['aplikasi', 'tolol', 'order', 'makan', 'ga', 'batal', 'anjing', 'maksimal', 'aplikasi', 'dulu', 'baru', 'terbit', 'layan', 'publik']"
['kerja'],['kerja']
"['order', 'dipenuhi', 'elizaman', 'natalis', 'gea', 'daihatsu', 'sigra', 'warna', 'putih', 'nopol', 'bkaes', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']","['order', 'penuh', 'elizaman', 'natalis', 'gea', 'daihatsu', 'sigra', 'warna', 'putih', 'nopol', 'bkaes', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
"['aplikasi', 'tek']","['aplikasi', 'tek']"
"['kentut', 'buuulan']","['kentut', 'buuulan']"
"['wilayah', 'bali', 'minta', 'maxim', 'menerima', 'driver', 'kasih', 'training', 'dulu', 'banyak', 'driver', 'maxim', 'car', 'yg', 'dibali', 'mengemudi', 'nya', 'berbahaya', 'kalau', 'bicara', 'attitude']","['wilayah', 'bal', 'minta', 'maxim', 'terima', 'driver', 'kasih', 'training', 'dulu', 'banyak', 'driver', 'maxim', 'car', 'yg', 'bal', 'kemudi', 'nya', 'bahaya', 'kalau', 'bicara', 'attitude']"
"['baguskan', 'aplikasi', 'maxim', 'nya']","['bagus', 'aplikasi', 'maxim', 'nya']"
"['apk', 'gak', 'smart']","['apk', 'gak', 'smart']"
['mntap'],['mntap']
"['ribet', 'aplikasinya', 'kota', 'medan', 'udah', 'nunggu', 'driver', 'udah', 'dekat', 'tiba', 'hilang', 'muncul', 'driver', 'gitu', 'gak', 'kepastian', 'menunggu', 'titik', 'jemput', 'sesuai', 'yg', 'dipilih', 'ribet', 'pokoknya']","['ribet', 'aplikasi', 'kota', 'medan', 'udah', 'nunggu', 'driver', 'udah', 'dekat', 'tiba', 'hilang', 'muncul', 'driver', 'gitu', 'gak', 'pasti', 'tunggu', 'titik', 'jemput', 'sesuai', 'yg', 'pilih', 'ribet', 'pokok']"
['jelek'],['jelek']
"['jangan', 'pake', 'maxim', 'drivernya', 'arogan', 'preman', 'semua']","['jangan', 'pake', 'maxim', 'drivernya', 'arogan', 'preman', 'semua']"
"['apk', 'taexxxxx']","['apk', 'taexxxxx']"
"['orang', 'kasi', 'kode', 'promo', 'rb', 'pas', 'pakai', 'malah', 'tetap', 'bayar', 'mana', 'rb', 'sempat', 'orang', 'punya', 'uang', 'gmna', 'coba', 'minimal', 'g', 'usah', 'kasi', 'promo', 'kalo', 'pakai']","['orang', 'kasi', 'kode', 'promo', 'rb', 'pas', 'pakai', 'malah', 'tetap', 'bayar', 'mana', 'rb', 'sempat', 'orang', 'punya', 'uang', 'gmna', 'coba', 'minimal', 'g', 'usah', 'kasi', 'promo', 'kalo', 'pakai']"
"['kalau', 'pagi', 'driver', 'nya', 'lama']","['kalau', 'pagi', 'driver', 'nya', 'lama']"
"['driver', 'milih', 'harga', 'lah', 'tindak', 'lanjuti', 'driver', 'nya', 'kalau', 'gak', 'cocok', 'sama', 'kerjaan', 'nya', 'gak', 'usa', 'jadikan', 'driver', 'kekgini', 'kan', 'malah', 'yg', 'susah', 'biasa', 'nya', 'gampang', 'driver', 'malah', 'x', 'blkngan', 'susah', 'driver', 'padahal', 'driver', 'terdekat', 'banyak', 'gak', 'mau', 'ambil', 'orderan', 'nya']","['driver', 'milih', 'harga', 'lah', 'tindak', 'lanjut', 'driver', 'nya', 'kalau', 'gak', 'cocok', 'sama', 'kerja', 'nya', 'gak', 'usa', 'jadi', 'driver', 'kekgini', 'kan', 'malah', 'yg', 'susah', 'biasa', 'nya', 'gampang', 'driver', 'malah', 'x', 'blkngan', 'susah', 'driver', 'padahal', 'driver', 'dekat', 'banyak', 'gak', 'mau', 'ambil', 'order', 'nya']"
"['diperbaiki', 'sikap', 'sifat', 'drivernya', 'khusus', 'kota', 'medan', 'istri', 'pesan', 'jco', 'malah', 'diminta', 'nomor', 'wa', 'tiba', 'gak', 'dikasih', 'nomor', 'wa', 'malah', 'disuruh', 'membatalkan', 'pesanan']","['baik', 'sikap', 'sifat', 'drivernya', 'khusus', 'kota', 'medan', 'istri', 'pesan', 'jco', 'malah', 'minta', 'nomor', 'wa', 'tiba', 'gak', 'kasih', 'nomor', 'wa', 'malah', 'suruh', 'batal', 'pesan']"
"['gimananini', 'sms', 'otp', 'gak', 'masuk', 'masuk']","['gimananini', 'sms', 'otp', 'gak', 'masuk', 'masuk']"
"['baru', 'driver', 'kirim', 'paket', 'total', 'pembayaran', 'ribu', 'mintanya', 'rb', 'bagaimana', 'yah']","['baru', 'driver', 'kirim', 'paket', 'total', 'bayar', 'ribu', 'minta', 'rb', 'bagaimana', 'yah']"
"['driver', 'mobil', 'maxim', 'nakal', 'skrng', 'order', 'dri', 'pikstasiun', 'kota', 'orang', 'masuk', 'mobil', 'dibilang', 'kebanyakan', 'maximal', 'orang', 'minta', 'ongkos', 'lebih', 'pemilihan', 'jalan', 'yg', 'buruk', 'bilang', 'mlh', 'masuk', 'tol', 'bayar', 'k', 'yg', 'akhirnya', 'membengkaknya', 'tarif', 'yg', 'tadinya', 'k', 'menjadi', 'k', 'gini', 'driver', 'maxim', 'sekarang']","['driver', 'mobil', 'maxim', 'nakal', 'skrng', 'order', 'dri', 'pikstasiun', 'kota', 'orang', 'masuk', 'mobil', 'bilang', 'banyak', 'maximal', 'orang', 'minta', 'ongkos', 'lebih', 'pilih', 'jalan', 'yg', 'buruk', 'bilang', 'mlh', 'masuk', 'tol', 'bayar', 'k', 'yg', 'akhir', 'bengkak', 'tarif', 'yg', 'tadi', 'k', 'jadi', 'k', 'gin', 'driver', 'maxim', 'sekarang']"
