content,processed_text
Saya tidak menerima kode Verifikasi,"['tidak', 'terima', 'kode', 'verifikasi']"
"Klo hujan susah banget nyari driver,pada manja dan nolak orderan. Gimana mau maju","['klo', 'hujan', 'susah', 'banget', 'nyari', 'driverpada', 'manja', 'nolak', 'order', 'gimana', 'mau', 'maju']"
"Terlalu murah harga maxim , ini satu kebanggaan untuk member tapi kalau untuk maxim driver tidak bisa masuk hitungan sama sekali karena minyak pertamak Rp12400 , untuk perjalanan hanya Rp.10500 jadi kemana pemasukannya 6 ayau 7km belum lagi potongan komisi? Alangkah baiknya maxim car kalimantan barat di tutup pak kalau tak ada peningkatan harga untuk yang drive terima kasih","['terlalu', 'murah', 'harga', 'maxim', 'satu', 'bangga', 'member', 'kalau', 'maxim', 'driver', 'bisa', 'masuk', 'hitung', 'sama', 'sekali', 'minyak', 'tamak', 'rp', 'jalan', 'rp', 'jadi', 'pasu', 'ayau', 'km', 'lagi', 'potong', 'komisi', 'alangkah', 'baik', 'maxim', 'car', 'kalimantan', 'barat', 'tutup', 'pak', 'kalau', 'tak', 'tingkat', 'harga', 'yang', 'drive', 'terima', 'kasih']"
Sangat tidak bermanfaat Terutama di order makanan Pengemudi nya semua malas,"['sangat', 'manfaat', 'utama', 'order', 'makan', 'kemudi', 'nya', 'semua', 'malas']"
kurit kurang sopan,"['rit', 'kurang', 'sopan']"
"Sangat jelek, tidak bisa membatalkan pesanan, sangat lama mencari driver saat pesan makanan. Harus menunggu lama untuk bisa membatalkan order.","['sangat', 'jelek', 'bisa', 'batal', 'pesan', 'sangat', 'lama', 'cari', 'driver', 'pesan', 'makan', 'tunggu', 'lama', 'bisa', 'batal', 'order']"
Parahh.. Di saat food di masukan ke keranjang mau buka keranjang untuk memesan tidak bisa,"['parahh', 'saat', 'food', 'masuk', 'keranjang', 'mau', 'buka', 'keranjang', 'mes', 'bisa']"
Hari ini saya order Maxim mobil. Ketemu driver yang tidak beretika. Ngomong sesuka nya. Tanpa ada rasa kemanusiaan. Tolong Maxim indonesia. Saya berlokasi dibatam. Saya sudah DM isi chat kami. Tolong dibaca dan ditindak lanjutin,"['hari', 'order', 'maxim', 'mobil', 'ketemu', 'driver', 'tidak', 'etika', 'ngomong', 'suka', 'nya', 'ada', 'rasa', 'manusia', 'maxim', 'indonesia', 'lokasi', 'dibatam', 'saya', 'sudah', 'dm', 'isi', 'chat', 'tolong', 'baca', 'tindak', 'lanjutin']"
Maxim saya gabisa chat drivernya langsung. Aneh!,"['maxim', 'gabisa', 'chat', 'drivernya', 'langsung', 'aneh']"
"Saya benar2 kecawa kali ini dengan driver Maxim,saya hanya minta tlg sedikit cepat bawa nya, karena dari awal juga bawanya kaya santai banget bahkan nunggunya lama, saya jadinya berangkat kerja jadi mepet, jadinya saya mnta tlong sedikit lebih aga cepat malah saya di marah2in di bentak2 dijalan teriakin diliatin sama orang2 saya coba minta maaf,ke drivernya ywh pak maaf kalo emang ga bisa ngomong dari awal soalnya bapaknya bawanya bener2 ngebut sambil marah. Sy ada video pendek pas bpknya marah2","['benar', 'kecawa', 'kali', 'dengan', 'driver', 'maximsaya', 'minta', 'tlg', 'sedikit', 'cepat', 'bawa', 'nya', 'awal', 'bawa', 'kaya', 'santai', 'banget', 'bahkan', 'nunggunya', 'lama', 'jadi', 'berangkat', 'kerja', 'jadi', 'mepet', 'jadi', 'mnta', 'tlong', 'sedikit', 'lebih', 'aga', 'cepat', 'malah', 'marahin', 'di', 'bentak', 'jalan', 'teriakin', 'diliatin', 'sama', 'orang', 'coba', 'minta', 'maafke', 'drivernya', 'ywh', 'pak', 'maaf', 'kalo', 'emang', 'ga', 'ngomong', 'dari', 'awal', 'soal', 'bapak', 'bawa', 'bener', 'ngebut', 'marah', 'sy', 'video', 'pendek', 'pas', 'bpknya', 'marah']"
Buta maps. Malah nyuruh kita nentuin lokasi sendiri,"['buta', 'maps', 'malah', 'nyuruh', 'nentuin', 'lokasi', 'sendiri']"
Kurang sip,"['kurang', 'sip']"
cepat,['cepat']
"Maxim bagus murah , tapi tolong dong fitur untuk pesan kok nggak ada ya susah banget di cari mesti driver nya inbox kita duluan kalau telat lihat notif susah mw balas inbox dri driver","['maxim', 'bagus', 'murah', 'tolong', 'dong', 'fitur', 'pesan', 'kok', 'ada', 'susah', 'banget', 'cari', 'mesti', 'driver', 'nya', 'inbox', 'duluan', 'kalau', 'telat', 'lihat', 'notif', 'susah', 'mw', 'balas', 'inbox', 'dri', 'driver']"
Di beberapa wilayah emang kaga ada metode pembayaran transfer apa yah. Udh lemot lagi,"['beberapa', 'wilayah', 'emang', 'kaga', 'metode', 'bayar', 'transfer', 'apa', 'yah', 'udh', 'lot']"
"Apk tolololl mau daftar aja susah amat, masukin nomor ,selalu keterangannya permintaan nomor terlampaui gblk emng ni apk","['apk', 'tolololl', 'mau', 'daftar', 'aja', 'susah', 'masukin', 'nomor', 'selalu', 'terang', 'minta', 'nomor', 'lampau', 'gblk', 'emng', 'ni', 'apk']"
aman perjalanan,"['aman', 'jalan']"
"gmn sie ini, masa tiap ada makanan/? minuman yg di tambahin di keranjang kadang gabisaa kebuka","['gmn', 'sie', 'masa', 'tiap', 'makan', 'minum', 'yg', 'tambahin', 'keranjang', 'kadang', 'gabisaa', 'buka']"
"Tolong perbaiki, ada apa dengan aplikasi ini developer Saya mau login masukkan no hp Sudah banyak berbagai no hp yg sudah saya masukkan tapi kode belum datang, mau sms atau telepon Saya tidak bisa memesan maxim jika login belum bisa Tolong perbaiki","['baik', 'apa', 'aplikasi', 'developer', 'mau', 'login', 'masuk', 'no', 'hp', 'banyak', 'bagai', 'no', 'hp', 'yg', 'masuk', 'kode', 'datang', 'mau', 'sms', 'telepon', 'saya', 'tidak', 'mes', 'maxim', 'login', 'bisa', 'baik']"
"Maxim mobil skrg susah dpt tdk kayak dulu, mengecewakan skli","['maxim', 'mobil', 'skrg', 'susah', 'dpt', 'tdk', 'kayak', 'dulu', 'kecewa', 'skli']"
My all New do you want my my my my mici Yo eeee KK,"['my', 'all', 'new', 'do', 'you', 'want', 'my', 'my', 'my', 'my', 'mici', 'yo', 'eeee', 'kk']"
"pencarian pengemudinya sangatt lamaa sekali, udh gitu lelet banget kaya gk niat buat ngantarin","['cari', 'mud', 'sangatt', 'lamaa', 'sekali', 'udh', 'gitu', 'lelet', 'banget', 'kaya', 'gk', 'niat', 'buat', 'ngantarin']"
"Mohon kepada maxim, untuk wilayah pekanbaru, banyak DRIVER Manja menjadi supir dan suka berbuat curang, juga minim pengetehuan menggunakan MAP di aplikasi maxim, APALAGI menggunakan MAP di Google, mohon di berikan pelajaran dan jika di biarkan, ini akan jadi penilaian buruk bagi pihak MAXIM. semua supir akan saya kasi bintang (1) satu, jika ini terus berlanjit. saya san masyarakat lain adalah pengguna jasa, jangan sok jual jasa jika tidak berjasa, PAHAM!!!","['mohon', 'maxim', 'wilayah', 'pekanbaru', 'banyak', 'driver', 'manja', 'jadi', 'supir', 'suka', 'buat', 'curang', 'minim', 'pengetehuan', 'guna', 'map', 'aplikasi', 'maxim', 'guna', 'map', 'google', 'mohon', 'ikan', 'ajar', 'biar', 'jadi', 'nilai', 'buruk', 'pihak', 'maxim', 'semua', 'supir', 'akan', 'kasi', 'bintang', 'satu', 'ini', 'terus', 'berlanjit', 'saya', 'san', 'masyarakat', 'adalah', 'guna', 'jasa', 'jangan', 'sok', 'jual', 'jasa', 'jika', 'tidak', 'jasa', 'paham']"
Login aja susah ppq,"['login', 'aja', 'susah', 'ppq']"
Kalo liat yang harga murah gk mau diterima talalu balagu,"['kalo', 'liat', 'harga', 'murah', 'gk', 'mau', 'terima', 'talalu', 'balagu']"
ojek g ramah 😡😡😡 masa ak di jatohin sih 😡😡😡😡😡😡 sakit tulang ekor ku ini grgr jatoh sm babang maximnya 😡😡😡😡😡😡😡😡 ak bntng 1 dl y krn tdk rmh. 😡😡😡😡😡😡😡,"['ojek', 'g', 'ramah', 'masa', 'ak', 'jatohin', 'sih', 'sakit', 'tulang', 'ekor', 'ku', 'grgr', 'jatoh', 'sm', 'babang', 'maximnya', 'ak', 'bntng', 'dl', 'y', 'krn', 'tdk', 'rmh']"
Maav review jjr pnglmn saya kmrn saya butuh bngt driver car 10x pesen di batalin semua gak ada satupun yang mau ambil pesenanya posisi di Jogja hujan.tolong lah di perbaiki sop-nya tujuanya bikin aplikasi ini kan mempermudah masyarakat bukan,"['maav', 'review', 'jjr', 'pnglmn', 'kmrn', 'butuh', 'bngt', 'driver', 'car', 'x', 'sen', 'batalin', 'semua', 'gak', 'satu', 'mau', 'ambil', 'sena', 'posisi', 'jogja', 'hujantolong', 'lah', 'baik', 'sop', 'tujuanya', 'bikin', 'aplikasi', 'kan', 'mudah', 'masyarakat', 'bukan']"
Lelet,['lelet']
Apk enggak jelas,"['apk', 'enggak', 'jelas']"
"Woyyy maxim kalau buat aplikasi tuh yg niat dong, jangan mengecewakan estimasi tiba segera sampai tapi fakta nya nunggu lebih dari 10 menit jangan lambat dong, driver nya kurang profesional juga, gak jelas semua lambatttt","['woyyy', 'maxim', 'kalau', 'buat', 'aplikasi', 'tuh', 'yg', 'niat', 'dong', 'jangan', 'kecewa', 'estimasi', 'tiba', 'segera', 'tapi', 'fakta', 'nya', 'nunggu', 'lebih', 'menit', 'jangan', 'lambat', 'dong', 'driver', 'nya', 'kurang', 'profesional', 'gak', 'jelas', 'semua', 'lambatttt']"
Mayoritas mobil bau rokok parah!!!!,"['mayoritas', 'mobil', 'bau', 'rokok', 'parah']"
Gajelas aplikasinya susah kali dpt driver,"['gajelas', 'aplikasi', 'susah', 'kali', 'dpt', 'driver']"
"Tolong di tingkatkan lagi metode pembayaran cashless nya, saya udah dua kali dikira belum bayar sama driver nya karna bayar pake cashless / maxim wallet, tolong drivernya diberikan sosialisasi terkait pembayaran dengan maxim wallet! Supaya saya ga dikira blm bayar trs!","['di', 'tingkat', 'metode', 'bayar', 'cashless', 'nya', 'udah', 'kali', 'kira', 'bayar', 'sama', 'driver', 'nya', 'karna', 'bayar', 'pake', 'cashless', 'maxim', 'wallet', 'drivernya', 'beri', 'sosialisasi', 'kait', 'bayar', 'maxim', 'wallet', 'saya', 'ga', 'kira', 'blm', 'bayar', 'trs']"
"Keluhan anda tentang driver langsung ditutup tidak peduli anda puas atau tidak. Driver maxim tidak well behaviour dibandingkan dengan grab, gojek atau uber.","['keluh', 'tentang', 'driver', 'langsung', 'tutup', 'peduli', 'puas', 'driver', 'maxim', 'tidak', 'well', 'behaviour', 'banding', 'grab', 'gojek', 'uber']"
Aplikasi rusak dan lambat👎👎👎,"['aplikasi', 'rusak', 'lambat']"
ac mobil rusak tp tetap operasional.,"['ac', 'mobil', 'rusak', 'tp', 'tetap', 'operasional']"
Mau log in aja susha bngt krim otp gk muncul muncul,"['mau', 'log', 'in', 'aja', 'susha', 'bngt', 'krim', 'otp', 'gk', 'muncul', 'muncul']"
"Disuruh install dengan iming2 saldo 200rb sama sales area pemkot cimahi gataunya gabisa, bapuk bego lu","['suruh', 'install', 'iming', 'saldo', 'rb', 'sama', 'sales', 'area', 'pemkot', 'cimahi', 'gataunya', 'gabisa', 'bapuk', 'bego', 'lu']"
"Masak orderan masih jam stengh 8 bilangnya udah pulang,trus orderan kedua kali bilngnya kejauhan ngk bisa jemput. Sangat bad","['masak', 'order', 'jam', 'stengh', 'bilang', 'udah', 'pulangtrus', 'order', 'dua', 'kali', 'bilngnya', 'jauh', 'ngk', 'jemput', 'sangat', 'bad']"
"penawaran order yang lambat, Drivernya lelet, ga cepat di konfirm kalo order !! murah sbnernya tp apk nya bener2 jelek kalo mau order makanan mesti lama bgt !!","['tawar', 'order', 'lambat', 'drivernya', 'lelet', 'ga', 'cepat', 'konfirm', 'kalo', 'order', 'murah', 'sbnernya', 'tp', 'apk', 'nya', 'bener', 'jelek', 'kalo', 'mau', 'order', 'makan', 'mesti', 'lama', 'bgt']"
"jasamu ga kepake, itu driver ga butuh uang apa emng udah kaya? , saya order udh berjam jam gda yg acc. jadi apa guna nya ini appm","['jasa', 'ga', 'kepake', 'driver', 'ga', 'butuh', 'uang', 'apa', 'emng', 'udah', 'kaya', 'order', 'udh', 'jam', 'jam', 'gda', 'yg', 'acc', 'jadi', 'apa', 'nya', 'appm']"
sangat baik,"['sangat', 'baik']"
"apk gk jelas. akun keluar otomatis trus kalo dimasukkan minta kode, kodenya tdk dikirim dan tidak ditelpon. menunggu kode kayak nunggu duit turun langsung dari langit!","['apk', 'gk', 'jelas', 'akun', 'keluar', 'otomatis', 'trus', 'kalo', 'masuk', 'minta', 'kode', 'kode', 'tdk', 'kirim', 'tidak', 'telpon', 'tunggu', 'kode', 'kayak', 'nunggu', 'duit', 'turun', 'langsung', 'langit']"
Jaringan buruk,"['jaring', 'buruk']"
"barusan pesen, padahal tujuannya dah sesuai namanya lokasinya, eh titiknya tiba"" berbeda, mana ojol nya kurang ramah lagi akhirnya di berhentiin di pinggir jalan 👎🏻 untung tau jalan","['barusan', 'sen', 'padahal', 'tuju', 'dah', 'sesuai', 'nama', 'lokasi', 'eh', 'titik', 'tiba', 'beda', 'mana', 'ojol', 'nya', 'kurang', 'ramah', 'akhir', 'berhentiin', 'pinggir', 'jalan', 'untung', 'tau', 'jalan']"
Driver nya menolak terus. Milih milih. Udah di percepat di bayar berapa pun tetap menolak,"['driver', 'nya', 'tolak', 'terus', 'milih', 'milih', 'udah', 'cepat', 'bayar', 'berapa', 'tetap', 'tolak']"
"Aplikasi cacat, semua orderan banyak yang menolak","['aplikasi', 'cacat', 'semua', 'order', 'banyak', 'tolak']"
Udah 2 jam nunggu gk dpr driver Nih klo gak hujan dsni udah naik mtor Cmn krna hujan gw psan mobil Padahal di map kliatan mobil kuning nya bnyak bgt Babi emg,"['udah', 'jam', 'nunggu', 'gk', 'dpr', 'driver', 'nih', 'klo', 'gak', 'hujan', 'dsni', 'udah', 'naik', 'mtor', 'cmn', 'krna', 'hujan', 'gw', 'psan', 'mobil', 'padahal', 'map', 'kliatan', 'mobil', 'kuning', 'nya', 'bnyak', 'bgt', 'babi', 'emg']"
Apk jelek,"['apk', 'jelek']"
"tiba tiba harganya naik, pdhal biasanya ga semahal itu, cek di hp kawan lah normal di aku malah ga, udh hapus terus login lagi sama aja. aneh! sebenarnya udah 3 kali naik naik mulu harganya tapi ga pernah semahal ini!","['tiba', 'tiba', 'harga', 'naik', 'pdhal', 'biasa', 'ga', 'mahal', 'cek', 'hp', 'kawan', 'lah', 'normal', 'aku', 'malah', 'ga', 'udh', 'hapus', 'terus', 'login', 'sama', 'aja', 'aneh', 'benar', 'udah', 'kali', 'naik', 'naik', 'mulu', 'harga', 'ga', 'pernah', 'mahal']"
"Banyak yang gak sesuai aplikasi pembayarannya , ada oknum driver mental miskin","['banyak', 'gak', 'sesuai', 'aplikasi', 'bayar', 'oknum', 'driver', 'mental', 'miskin']"
"Minusnya tuh driver ga ada yg mau bntuin orang² pedagang dan saya yg udh alaminnya semalem di jalan gadang,tanjung priok nama drivernya tuh rusmanto saya udh tawarin bayarnya saya nambahin malah ga mau saya sangat kecewa","['minus', 'tuh', 'driver', 'ga', 'yg', 'mau', 'bntuin', 'orang', 'dagang', 'yg', 'udh', 'alamin', 'semalem', 'jalan', 'gadangtanjung', 'priok', 'nama', 'drivernya', 'tuh', 'rusmanto', 'udh', 'tawarin', 'bayar', 'nambahin', 'malah', 'ga', 'mau', 'saya', 'sangat', 'kecewa']"
Susah banget terima kodenya waktu login,"['susah', 'banget', 'terima', 'kode', 'waktu', 'login']"
"hari ini mama saya naik ojek dari maxim diputerin2 dari simpang fatal polda, dempo padahal tujuan nya jelas ke arah km 13 dari km 9,alasan nya ga tau jalan lah, maps nya erorrlah padahal saya mantau maps ga error tapi drivernya yg error, tolong maxim diperbaiki lg sdm nya","['hari', 'mama', 'naik', 'ojek', 'maxim', 'diputerin', 'simpang', 'fatal', 'polda', 'dempo', 'padahal', 'tuju', 'nya', 'jelas', 'arah', 'km', 'km', 'alas', 'nya', 'ga', 'tau', 'jalan', 'lah', 'maps', 'nya', 'erorrlah', 'padahal', 'mantau', 'maps', 'ga', 'error', 'drivernya', 'yg', 'error', 'maxim', 'baik', 'lg', 'sdm', 'nya']"
"aplikasi buruk, masa saya order ga ada yg nyantol beneran jelek bgt!!!!! kalian jgn pakai aplikasi ini!! #@","['aplikasi', 'buruk', 'masa', 'order', 'ga', 'yg', 'nyantol', 'beneran', 'jelek', 'bgt', 'kalian', 'jgn', 'pakai', 'aplikasi']"
Ok klu bagus tak naikin,"['klu', 'bagus', 'tak', 'naikin']"
"Drivernya sombong Suka naikin harga sesuka hatinya, Seandainya ada sistem report biar orderan nggak masuk di orang yang sama","['drivernya', 'sombong', 'suka', 'naikin', 'harga', 'suka', 'hati', 'anda', 'sistem', 'report', 'biar', 'order', 'masuk', 'orang', 'sama']"
"Pengemudi di jakarta Utara pada males,ga niat narik penumpang,susah dapet orderan di jakarta Utara mending pake GRAB atau GOJEK lebih gampang TIDAK ADA LAYANAN PENGGUNA","['kemudi', 'jakarta', 'utara', 'malesga', 'niat', 'narik', 'penumpangsusah', 'dapet', 'order', 'jakarta', 'utara', 'mending', 'pake', 'grab', 'gojek', 'lebih', 'gampang', 'ada', 'layan', 'guna']"
"Aplikasi tolol, beda banget lokasi sama di map Google.","['aplikasi', 'tolol', 'beda', 'banget', 'lokasi', 'sama', 'map', 'google']"
"Sangat ngk masuk akal ssh cari titik yg pas padahal udh ditulis dengan detail tpi masih ajh ngacak kmna"" Ngk berlaku si klo begini","['sangat', 'ngk', 'masuk', 'akal', 'ssh', 'cari', 'titik', 'yg', 'pas', 'padahal', 'udh', 'tulis', 'detail', 'tpi', 'ajh', 'ngacak', 'kmna', 'ngk', 'laku', 'si', 'klo', 'begini']"
"di aplikasi tertera ""driver 1 menit lg sampai"" tp udh 13 menit blm sampe2 dan ternyata jaraknya masih jauh. harus ditingkatin lg si, padahal lg dalam keadaan buru2. kecewa.","['aplikasi', 'tera', 'driver', 'menit', 'lg', 'tp', 'udh', 'menit', 'blm', 'sampe', 'nyata', 'jarak', 'jauh', 'ditingkatin', 'lg', 'si', 'padahal', 'lg', 'ada', 'buru', 'kecewa']"
Mau daftar aja susah,"['mau', 'daftar', 'aja', 'susah']"
Tolong lah yaaaa ini satu jam lebih pas hari hujan mana malam lagi bawa anak kecil pesan maxim mobil ya allah gini amat yaaaa pdahl banyak gambar mobil dipeta nya trus dinaikin juga harga nya msih gk mau nerima sengaja banget nunggu pengguna kasih hrga tinggi yaa baru ambl lagian aku pengguna lama loe biasanya pasti ku kasih lebih tpi yaa sdh lah yaaa maxim berubah banget skg khususnya area kalimantan selatan martapura,"['lah', 'yaaaa', 'satu', 'jam', 'lebih', 'pas', 'hari', 'hujan', 'mana', 'malam', 'bawa', 'anak', 'kecil', 'pesan', 'maxim', 'mobil', 'allah', 'gin', 'yaaaa', 'pdahl', 'banyak', 'gambar', 'mobil', 'peta', 'nya', 'trus', 'dinaikin', 'harga', 'nya', 'msih', 'gk', 'mau', 'nerima', 'sengaja', 'banget', 'nunggu', 'guna', 'kasih', 'hrga', 'tinggi', 'yaa', 'baru', 'ambl', 'lagi', 'aku', 'guna', 'lama', 'loe', 'biasa', 'ku', 'kasih', 'lebih', 'tpi', 'yaa', 'sdh', 'lah', 'yaaa', 'maxim', 'ubah', 'banget', 'skg', 'khusus', 'area', 'kalimantan', 'selatan', 'martapura']"
Customer nya kebanyakan kaga punya pikiran. Naik aja ojek pangkalan kalo di arahin kaga mau..udh murah nyusahin driver kbnyakan mampir² mending u pada mau ngasih tips..hidup u pada pas²an wkwkwkwk,"['customer', 'nya', 'banyak', 'kaga', 'punya', 'pikir', 'naik', 'aja', 'ojek', 'pangkal', 'kalo', 'arahin', 'kaga', 'mauudh', 'murah', 'nyusahin', 'driver', 'kbnyakan', 'mampir', 'mending', 'u', 'mau', 'ngasih', 'tipshidup', 'u', 'pas', 'wkwkwkwk']"
lama pengambilan orderannya di wilayah saya,"['lama', 'ambil', 'order', 'wilayah']"
Makin buruk pesan makan atau ojek atau mobil susah sekali untuk dapa orderan padahal di bayar loh tapi sulit skli untuk pesan makanan atau pesan ojek atau mobil entah apalah.,"['makin', 'buruk', 'pesan', 'makan', 'ojek', 'mobil', 'susah', 'sekali', 'dapa', 'order', 'padahal', 'bayar', 'loh', 'sulit', 'skli', 'pesan', 'makan', 'pesan', 'ojek', 'mobil', 'entah', 'apa']"
Harga murah..tapi banyak sopir yang gak mau ambil orderan...sangat buruk,"['harga', 'murahtapi', 'banyak', 'sopir', 'gak', 'mau', 'ambil', 'orderansangat', 'buruk']"
driver tai,"['driver', 'tai']"
Percuma download cari pengemudi lama sekali,"['percuma', 'download', 'cari', 'kemudi', 'lama', 'sekali']"
Sangat kecewa baru pakai sudah buat sya rugi di karnakan kelayakan kendara kurang di jaga membuat saya rugi di waktu saya tujuan ke bandara menyebab kan hangus tiket pesawat saya ....lebih baik pakai grep aja lebih bagus,"['sangat', 'kecewa', 'baru', 'pakai', 'buat', 'sya', 'rugi', 'karnakan', 'layak', 'kendara', 'kurang', 'jaga', 'buat', 'rugi', 'waktu', 'tuju', 'bandara', 'sebab', 'kan', 'hangus', 'tiket', 'pesawat', 'lebih', 'baik', 'pakai', 'grep', 'aja', 'lebih', 'bagus']"
Driver nya oon. Gerimis lebet gak punya jas hujan. Jemput telat kendaraan beda.,"['driver', 'nya', 'oon', 'gerimis', 'lebet', 'gak', 'punya', 'jas', 'hujan', 'jemput', 'telat', 'kendara', 'beda']"
"Aku pemakai setia Maxim Krn sering kirim orderan jualanku, tp aku kecewa udh bbrp kali biaya ongkosku berubah, dan terakhir selisihnya sampe 14rb, mudah2an lbh di tingkatkan lg pelayanannya spy tdk terjadi yg spt itu Aku jg kecewa sm driver yg seenak jidat mereka cancel orderan pdhl udh tunggu lama, buang2 waktu","['aku', 'pakai', 'setia', 'maxim', 'krn', 'sering', 'kirim', 'order', 'jual', 'tp', 'aku', 'kecewa', 'udh', 'bbrp', 'kali', 'biaya', 'ongkos', 'ubah', 'akhir', 'selisih', 'sampe', 'rb', 'mudah', 'lbh', 'tingkat', 'lg', 'layan', 'spy', 'tdk', 'jadi', 'yg', 'spt', 'aku', 'jg', 'kecewa', 'sm', 'driver', 'yg', 'enak', 'jidat', 'cancel', 'order', 'pdhl', 'udh', 'tunggu', 'lama', 'buang', 'waktu']"
Di sini mah males pakai maxim. Klo order gk nyantol²,"['sini', 'mah', 'males', 'pakai', 'maxim', 'klo', 'order', 'gk', 'nyantol']"
🤩,[]
"Makin diupdate malah makin mahal,auto uninstal! Mana kaspro main potong tanpa izin dan driver tidak mau ambil order kalau pakai kaspro. Sangat buruk!","['makin', 'diupdate', 'malah', 'makin', 'mahalauto', 'uninstal', 'mana', 'kaspro', 'main', 'potong', 'izin', 'driver', 'mau', 'ambil', 'order', 'kalau', 'pakai', 'kaspro', 'sangat', 'buruk']"
Lelet,['lelet']
"Pertama kali menggunakan layanan Maxim, driver tidak menbayarkan kembalian, bukan hanya rugi nominal, tapi juga waktu. Saya khawatir menjadi habit dan itu sangat tidak mencerminkan rasa tanggung jawab. Terlebih—faktor pemberian bintang 1—layanan DUKUNGAN pada Maxim TIDAK MEMBANTU dan tidak berpengaruh. Saya jadi khawatir, masalah kecil saja Maxim TIDAK BISA MENANGANI, apalagi melaporkan hal² lainnya yang lebih besar dan yang tidak diinginkan. Cukup saya menggunakan Maxim. Terima kasih.","['pertama', 'kali', 'guna', 'layan', 'maxim', 'driver', 'menbayarkan', 'kembali', 'bukan', 'rugi', 'nominal', 'juga', 'waktu', 'khawatir', 'jadi', 'habit', 'itu', 'sangat', 'cermin', 'rasa', 'tanggung', 'jawab', 'terlebihfaktor', 'beri', 'bintang', 'layan', 'dukung', 'maxim', 'bantu', 'pengaruh', 'jadi', 'khawatir', 'masalah', 'kecil', 'maxim', 'bisa', 'tangan', 'lapor', 'lain', 'lebih', 'besar', 'yang', 'tidak', 'ingin', 'cukup', 'guna', 'maxim', 'terima', 'kasih']"
ongkos delivery reguler enak banget yah murah cuma 3000 di aplikasi lain 9000 paling murah mantaaapp..tapi ga tega ke drivernya saya pasti komisi 2000,"['ongkos', 'delivery', 'reguler', 'enak', 'banget', 'yah', 'murah', 'cuma', 'aplikasi', 'paling', 'murah', 'mantaaapptapi', 'ga', 'tega', 'drivernya', 'pasti', 'komisi']"
"aplikasi nya harus updtae yg jelas dan bener . Jangan asal nerima org ,masa yg udah sepuh banget di terima , saya hampir mau di tabrak mobil 3x . Jadi was was . nyawa jd taruhan . Mana saya pas plg kerja .","['aplikasi', 'nya', 'updtae', 'yg', 'jelas', 'bener', 'jangan', 'asal', 'nerima', 'org', 'masa', 'yg', 'udah', 'sepuh', 'banget', 'terima', 'hampir', 'mau', 'tabrak', 'mobil', 'x', 'jadi', 'was', 'was', 'nyawa', 'jd', 'taruh', 'mana', 'pas', 'plg', 'kerja']"
baguss sangat membantu,"['baguss', 'sangat', 'bantu']"
Astaga 1 jam cuma nunggu untuk diterima order nya wkwkwk. Cuma pesen makanan astaga kyk pesen pulau,"['astaga', 'jam', 'cuma', 'nunggu', 'terima', 'order', 'nya', 'wkwkwk', 'cuma', 'sen', 'makan', 'astaga', 'kyk', 'sen', 'pulau']"
"Baru download aplikasi mau login, ""jumlah nomor terlampau"" maksudnya gimana pertama kalinya ini","['baru', 'download', 'aplikasi', 'mau', 'login', 'jumlah', 'nomor', 'lampau', 'maksud', 'gimana', 'pertama', 'kali']"
"First time pakai app ini ketika Pertukaran mahasiswa di Bengkulu, pertama murah real asli, semakin lama lah ko malah harga nya kalah jauh sama app hijau DAN pelayanan nya yang ojek nih beuh kasar banget. terus mau tanya nih, kan ketika kita pesen yang paling gede tuuh keterangannya 6 isinya, itu apakah 6 itu TERMASUK DENGAN SUPIR NYA? kita kaget bet si dapat info begitu dari driver nya, karna posisi nya kita pesen nya dalam gang akhirnya kita terpaksa tetep ambil, dan nambah dah (10-20k= 1 org)","['first', 'time', 'pakai', 'app', 'tukar', 'mahasiswa', 'bengkulu', 'pertama', 'murah', 'real', 'asli', 'makin', 'lama', 'lah', 'ko', 'malah', 'harga', 'nya', 'kalah', 'jauh', 'sama', 'app', 'hijau', 'layan', 'nya', 'ojek', 'nih', 'beuh', 'kasar', 'banget', 'terus', 'mau', 'tanya', 'nih', 'kan', 'ketika', 'sen', 'paling', 'gede', 'tuuh', 'terang', 'isi', 'apakah', 'masuk', 'supir', 'nya', 'kaget', 'bet', 'si', 'info', 'dari', 'driver', 'nya', 'karna', 'posisi', 'nya', 'sen', 'nya', 'gang', 'akhir', 'kita', 'paksa', 'tetep', 'ambil', 'nambah', 'dah', 'k', 'org']"
Kenapa tidak bisa masuk isi saldo selalu blank,"['tidak', 'masuk', 'isi', 'saldo', 'selalu', 'blank']"
"Aplikasi nya lemot dan ruwet mau bayar pake kaspro saldo nya gk masuk². Harus nunggu lama bgt, dan kepotong nya juga banyak 6k sendiri kepotong nya. Lagi darurat mau pesen car tp lemot nya setengah mati Gk lagi deh pake maxim","['aplikasi', 'nya', 'lot', 'ruwet', 'mau', 'bayar', 'pake', 'kaspro', 'saldo', 'nya', 'gk', 'masuk', 'nunggu', 'lama', 'bgt', 'potong', 'nya', 'banyak', 'k', 'sendiri', 'potong', 'nya', 'darurat', 'mau', 'sen', 'car', 'tp', 'lot', 'nya', 'tengah', 'mati', 'gk', 'deh', 'pake', 'maxim']"
