content,processed_text
Terima Kasih,"['terima', 'kasih']"
berguna sekali,"['guna', 'sekali']"
danke banyak,"['danke', 'banyak']"
orangnya ramah dan sabar poll. sehat2 pak,"['orang', 'ramah', 'sabar', 'poll', 'sehat', 'pak']"
manut lewat jalan manapun,"['manut', 'lewat', 'jalan', 'mana']"
mantab jiwa,"['mantab', 'jiwa']"
bagus,['bagus']
pengemudi terbaik👍,"['kemudi', 'baik']"
top banget,"['top', 'banget']"
bagus,['bagus']
tolong di tingkatkan performa akun driver ini.... agar bisa mendapatkan auto dmna pun berada,"['di', 'tingkat', 'performa', 'akun', 'driver', 'agar', 'dapat', 'auto', 'dmna', 'ada']"
pengemudi sangat ramah,"['kemudi', 'sangat', 'ramah']"
Alhamdulillah terbantu dengan Maxim,"['alhamdulillah', 'bantu', 'maxim']"
bagus,['bagus']
layanan bagus,"['layan', 'bagus']"
ramah,['ramah']
saya senang menggunakan maxim,"['senang', 'guna', 'maxim']"
"Mantap sekalii murah bgtt,min ny susah nyari di map","['mantap', 'sekali', 'murah', 'bgttmin', 'ny', 'susah', 'nyari', 'map']"
oke bngt,"['oke', 'bngt']"
ramah dan on time,"['ramah', 'on', 'time']"
mantap,['mantap']
maxim drivernya selalu best,"['maxim', 'drivernya', 'selalu', 'best']"
mantap,['mantap']
baik,['baik']
terimakasih,['terimakasih']
"puas, cepat, terercaya,, pokonya oke pengemudinya rah dan baik","['puas', 'cepat', 'terercaya', 'poko', 'oke', 'mud', 'rah', 'baik']"
mantapp,['mantapp']
bagus,['bagus']
bagus,['bagus']
baik,['baik']
"Agak susah isi Maxim kaspronya,kelamaan","['susah', 'isi', 'maxim', 'kaspronyakelamaan']"
"ramah, mobil nyaman","['ramah', 'mobil', 'nyaman']"
mantap,['mantap']
puas banget,"['puas', 'banget']"
🥰,[]
Layanan sat set,"['layan', 'sat', 'set']"
tepat waktu,"['tepat', 'waktu']"
"order murah, pengiriman cepat dan driver ramah. rekomendasi 👍","['order', 'murah', 'kirim', 'cepat', 'driver', 'ramah', 'rekomendasi']"
"bagus pelayanan,serta harga kompetitif,","['bagus', 'pelayananserta', 'harga', 'kompetitif']"
sangat ramah,"['sangat', 'ramah']"
Baikk bangett pelayanannya,"['baikk', 'bangett', 'layan']"
okey,['okey']
𝐵𝑎𝑝𝑎𝑘 𝑛𝑦𝑎 𝑟𝑎𝑚𝑎ℎ,[]
baik drivernya,"['baik', 'drivernya']"
"Terimakasih Pak,,🙏🏻👍👍👍","['terimakasih', 'pak']"
Bagus sipz mantapz 👍👍,"['bagus', 'sipz', 'mantapz']"
sangat baik,"['sangat', 'baik']"
mantap,['mantap']
ok,[]
pelayanan baik,"['layan', 'baik']"
"Terimakasih , sesuai orderan","['terimakasih', 'sesuai', 'order']"
Ok,[]
pelayanan memuaskan,"['layan', 'muas']"
good job,"['good', 'job']"
aman,['aman']
driver terbaik,"['driver', 'baik']"
bagus,['bagus']
mohon tingkatkan lagi terimakasih,"['mohon', 'tingkat', 'terimakasih']"
gercep bwang,"['gercep', 'bwang']"
"hari ini saya memakai aplikasi Maxim unt pertama kalinya, Alhamdulillah tdk perlu menunggu lama langsung dapat drivernya dijam sibuk meskipun aplikasi sebelah sampai bikin kesel / dibatalin, sopirnya ramah, nyaman dan harga sangat murah dibanding yg lain. terimakasih atas pelayanannya","['hari', 'saya', 'pakai', 'aplikasi', 'maxim', 'unt', 'pertama', 'kali', 'alhamdulillah', 'tdk', 'perlu', 'tunggu', 'lama', 'langsung', 'drivernya', 'jam', 'sibuk', 'meski', 'aplikasi', 'belah', 'bikin', 'kesel', 'dibatalin', 'sopir', 'ramah', 'nyaman', 'harga', 'sangat', 'murah', 'banding', 'yg', 'terimakasih', 'atas', 'layan']"
org ramah ..,"['org', 'ramah']"
pelayanannya sanggat baik dan nyaman atas perjalannya,"['layan', 'sanggat', 'baik', 'nyaman', 'atas', 'jalan']"
nich apk,"['nich', 'apk']"
mantap,['mantap']
good driver komunikatif 👍,"['good', 'driver', 'komunikatif']"
trimksh,['trimksh']
ok,[]
bagus,['bagus']
ok,[]
terima kasih atas pelayanan nya,"['terima', 'kasih', 'atas', 'layan', 'nya']"
mantap,['mantap']
terima kasih pak,"['terima', 'kasih', 'pak']"
terimakasih...driver yg sopan dan ramah🙏🙏,"['terimakasihdriver', 'yg', 'sopan', 'ramah']"
pelayanan bagus,"['layan', 'bagus']"
mantap,['mantap']
gelooo,['gelooo']
pelayanan nya cepat dan ramah,"['layan', 'nya', 'cepat', 'ramah']"
ok,[]
Pelayanan luar biasa bagus. Drivernya ramah dan sangat baik.,"['layan', 'luar', 'biasa', 'bagus', 'drivernya', 'ramah', 'sangat', 'baik']"
ramah dan cepat bagus,"['ramah', 'cepat', 'bagus']"
pengemudi sangat ramah,"['kemudi', 'sangat', 'ramah']"
pelayanan ramah,"['layan', 'ramah']"
👍👍,[]
"drivernya ramah, full musik enakeun👍🏻☺️","['drivernya', 'ramah', 'full', 'musik', 'enakeun']"
"driver nya penyabar ramah meskipun dia salah sebut total bayar perjalanan, good driver","['driver', 'nya', 'sabar', 'ramah', 'meski', 'salah', 'sebut', 'total', 'bayar', 'jalan', 'good', 'driver']"
orangnya baik n sopan..,"['orang', 'baik', 'n', 'sopan']"
baik murah,"['baik', 'murah']"
terbaik untuk guru SMA saya buk nilaa,"['baik', 'guru', 'sma', 'buk', 'nilaa']"
promolim,['promolim']
supir sangat baik,"['supir', 'sangat', 'baik']"
sangat membantu,"['sangat', 'bantu']"
"makasih untuk bapak nya hujan"" tetap mau beliin dan antar pesanan saya , sehat slalu murah rezeki pak","['makasih', 'bapak', 'nya', 'hujan', 'tetap', 'mau', 'beliin', 'antar', 'pesan', 'sehat', 'slalu', 'murah', 'rezeki', 'pak']"
semangat bg Gaspooll,"['semangat', 'bg', 'gaspooll']"
senang banget naik maxim. gtu di order langsung dtg. pokoknya mantep deh👌👌👌,"['senang', 'banget', 'naik', 'maxim', 'gtu', 'order', 'langsung', 'dtg', 'pokok', 'mantep', 'deh']"
pengemudi sangat ramah sopan,"['kemudi', 'sangat', 'ramah', 'sopan']"
"Pengemudi: Andriana dengan Daihatsu Xenia, warna hitam, nopol Z1138WQ. Selamat menikmati perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.90)","['kemudi', 'andriana', 'daihatsu', 'xenia', 'warna', 'hitam', 'nopol', 'zwq', 'selamat', 'nikmat', 'jalan', 'rating']"
sangat baik,"['sangat', 'baik']"
Enak sih lebih murah,"['enak', 'sih', 'lebih', 'murah']"
good,['good']
"ternyata berguna jg ya maxim dikota tanjab barat, kota kecil yg jaraknya tdk terlalu jauh, apalagi saat hujan yg malas keluar mo pesan makanan tinggal delivery maxim, mantap lh 👍","['nyata', 'guna', 'jg', 'maxim', 'kota', 'tanjab', 'barat', 'kota', 'kecil', 'yg', 'jarak', 'tdk', 'terlalu', 'jauh', 'saat', 'hujan', 'yg', 'malas', 'keluar', 'mo', 'pesan', 'makan', 'tinggal', 'delivery', 'maxim', 'mantap', 'lh']"
ok,[]
terimakasih pak,"['terimakasih', 'pak']"
baik,['baik']
mantap,['mantap']
mantap,['mantap']
Best,['best']
Ramah abangnya,"['ramah', 'abang']"
baik,['baik']
bagus,['bagus']
baik,['baik']
sangat ramah dan baij,"['sangat', 'ramah', 'baij']"
mangan all,"['mangan', 'all']"
Terimakasih pak . 🙏,"['terimakasih', 'pak']"
"ramah banget masnya, nyambung diajak ngobrol. mantap pokoknya","['ramah', 'banget', 'mas', 'nyambung', 'ajak', 'ngobrol', 'mantap', 'pokok']"
bagus,['bagus']
"kurirnya baik,sama ramah bangett👍","['kurir', 'baiksama', 'ramah', 'bangett']"
Oke,['oke']
sangat membantu,"['sangat', 'bantu']"
bintang 5 pokoknya ..ramah dan sopan.. tanggung jawab,"['bintang', 'pokok', 'ramah', 'sopan', 'tanggung', 'jawab']"
Mantap,['mantap']
senang naik Maxim ..drivernya ramah dan sopan,"['senang', 'naik', 'maxim', 'drivernya', 'ramah', 'sopan']"
mantap,['mantap']
top,['top']
sangat baik,"['sangat', 'baik']"
baik,['baik']
semua jadi mudah,"['semua', 'jadi', 'mudah']"
bapak nya sangat baik,"['bapak', 'nya', 'sangat', 'baik']"
driver baik,"['driver', 'baik']"
sangat baik dan ramah,"['sangat', 'baik', 'ramah']"
ok,[]
"ramah, sopan","['ramah', 'sopan']"
driver oke👍👍👍,"['driver', 'oke']"
sangat puas,"['sangat', 'puas']"
bapak nya sabar dan pengertian,"['bapak', 'nya', 'sabar', 'erti']"
terbaik,['baik']
sangat baik,"['sangat', 'baik']"
maaf baru kasi bintang,"['maaf', 'baru', 'kasi', 'bintang']"
"sangat memuaskan ramah dan baik hati, jemput tepat waktu, sampai juga tepat waktu mobilnya sejuk pakai AC","['sangat', 'muas', 'ramah', 'baik', 'hati', 'jemput', 'tepat', 'waktu', 'juga', 'tepat', 'waktu', 'mobil', 'sejuk', 'pakai', 'ac']"
ramaah,['ramaah']
puas thankyou,"['puas', 'thankyou']"
terima kasih Maxim driver nya baik ramah,"['terima', 'kasih', 'maxim', 'driver', 'nya', 'baik', 'ramah']"
Versi baru nya mana,"['versi', 'baru', 'nya', 'mana']"
cepat datangnya,"['cepat', 'datang']"
Ok,[]
sangat baik,"['sangat', 'baik']"
ok,[]
mantap cepat,"['mantap', 'cepat']"
trima kasih bli,"['trima', 'kasih', 'bli']"
"BAIK,SOPAN SESUAI SOP. TERIMA KASIH","['baiksopan', 'sesuai', 'sop', 'terima', 'kasih']"
mantul semngat trus demi kluarga bng,"['mantul', 'semngat', 'trus', 'kluarga', 'bng']"
layanan mantabh x,"['layan', 'mantabh', 'x']"
keren,['keren']
drivernya enjoy,"['drivernya', 'enjoy']"
bagus,['bagus']
bagus,['bagus']
Tidak perlu diminta pakai Ac. dan memang lansung merupakan layanan yg Top lah.,"['perlu', 'minta', 'pakai', 'ac', 'memang', 'lansung', 'rupa', 'layan', 'yg', 'top', 'lah']"
mantap,['mantap']
cepat dan rama,"['cepat', 'rama']"
keren,['keren']
"driver tepat waktu,ramah,👍","['driver', 'tepat', 'wakturamah']"
sangat memuaskan,"['sangat', 'muas']"
good service,"['good', 'service']"
bapak supirnya baik,"['bapak', 'supirnya', 'baik']"
"pelayanan sangat baik, driver ramah n tepat waktu","['layan', 'sangat', 'baik', 'driver', 'ramah', 'n', 'tepat', 'waktu']"
bagus responnya walaupun jauh tapi mau ngambil orderannya selalu jadi orang baik mas trimakasih 🙏,"['bagus', 'responnya', 'walaupun', 'jauh', 'mau', 'ngambil', 'order', 'selalu', 'jadi', 'orang', 'baik', 'mas', 'trimakasih']"
lumayan baik',"['lumayan', 'baik']"
mantappp,['mantappp']
baik,['baik']
"driver nya baik,sopan,ramah","['driver', 'nya', 'baiksopanramah']"
terimakasih,['terimakasih']
cepat,['cepat']
asik bang,"['asik', 'bang']"
mantap,['mantap']
sangat membantu sekali,"['sangat', 'bantu', 'sekali']"
om nya ramah,"['om', 'nya', 'ramah']"
ok,[]
Baik,['baik']
mantap,['mantap']
sopir nya baik ksekali,"['sopir', 'nya', 'baik', 'ksekali']"
good job,"['good', 'job']"
sangat di sukai,"['sangat', 'suka']"
orang baik,"['orang', 'baik']"
"garcep, ramah,","['garcep', 'ramah']"
bagus,['bagus']
mantap,['mantap']
good,['good']
Mantap,['mantap']
sangat bagus,"['sangat', 'bagus']"
sangat menyenangkan,"['sangat', 'senang']"
sangat bagus,"['sangat', 'bagus']"
sangat puas,"['sangat', 'puas']"
Murah meriah cepat,"['murah', 'riah', 'cepat']"
baik,['baik']
driver jujur amanah,"['driver', 'jujur', 'amanah']"
"Sempurna buat pak sopir nya,,Mau nganterin sampe depan rumah walaupun di pelosok desa..Berkah selalu pak sopir semoga di lancarkan terus usaha dan rejekinya 🙏","['sempurna', 'buat', 'pak', 'sopir', 'nyamau', 'nganterin', 'sampe', 'depan', 'rumah', 'walaupun', 'pelosok', 'desaberkah', 'selalu', 'pak', 'sopir', 'moga', 'lancar', 'terus', 'usaha', 'rejekinya']"
Enak,['enak']
mantap deh pokoknya 👍☺️,"['mantap', 'deh', 'pokok']"
sangat memuaskan,"['sangat', 'muas']"
mantap,['mantap']
Good,['good']
sangat mudah dan baik dalam perjalanan,"['sangat', 'mudah', 'baik', 'jalan']"
drivernya ramah ma sopan....moga orderannya banyak bang.semangat bang,"['drivernya', 'ramah', 'ma', 'sopanmoga', 'order', 'banyak', 'bangsemangat', 'bang']"
Terima kasih,"['terima', 'kasih']"
ok,[]
ok,[]
nice,['nice']
bepergian aman dan nyaman,"['pergi', 'aman', 'nyaman']"
bagus rilex ngendarai nya,"['bagus', 'rilex', 'ngendarai', 'nya']"
"mantul, fastrespon","['mantul', 'fastrespon']"
ramah,['ramah']
repay waktu,"['repay', 'waktu']"
penjemputan baik.. pokok nya mantul dh,"['jemput', 'baik', 'pokok', 'nya', 'mantul', 'dh']"
Driver nya Ramah,"['driver', 'nya', 'ramah']"
abangnya ramah dan gak begajulan,"['abang', 'ramah', 'gak', 'begajulan']"
driver respon cepat,"['driver', 'respon', 'cepat']"
good job,"['good', 'job']"
sangat baik aplikasi nya,"['sangat', 'baik', 'aplikasi', 'nya']"
"terimakasih bapak, sehat dan murah rezeki 🙏","['terimakasih', 'bapak', 'sehat', 'murah', 'rezeki']"
kasian drivernya gajinya kecil,"['kasi', 'drivernya', 'gaji', 'kecil']"
drever ramah bisa membantu 🙏🙏🙏👍👍👍,"['drever', 'ramah', 'bantu']"
walaw pun hujan.macet tetep di jemput.semoga rezeqi nya barokah,"['walaw', 'hujanmacet', 'tetep', 'jemputsemoga', 'rezeqi', 'nya', 'barokah']"
sangat ramah,"['sangat', 'ramah']"
respon cepat,"['respon', 'cepat']"
good like,"['good', 'like']"
lanjutkan,['lanjut']
Terima kasih,"['terima', 'kasih']"
mantab..,['mantab']
driver bagus,"['driver', 'bagus']"
pengiripenganyaran nya cepat,"['pengiripenganyaran', 'nya', 'cepat']"
pengantaran nya cepat drivernya ramah,"['antar', 'nya', 'cepat', 'drivernya', 'ramah']"
Mantab sekali ini,"['mantab', 'sekali']"
lanjut bang,"['lanjut', 'bang']"
bagus,['bagus']
bapak nya baik,"['bapak', 'nya', 'baik']"
pelayanan baikk,"['layan', 'baikk']"
bagus,['bagus']
"cepat,ramah",['cepatramah']
tepat waktu.pelayanan oke banget,"['tepat', 'waktupelayanan', 'oke', 'banget']"
murah,['murah']
bagus,['bagus']
makasih kakak,"['makasih', 'kakak']"
"Terimakasih, semoga rejeki nya lancar selalu","['terimakasih', 'moga', 'rejeki', 'nya', 'lancar', 'selalu']"
Terima Kasih,"['terima', 'kasih']"
pelayanan sangat memuaskan,"['layan', 'sangat', 'muas']"
good,['good']
🥰🥰,[]
murah dan cepat,"['murah', 'cepat']"
ok,[]
"ramah, asyik","['ramah', 'asyik']"
pengantar nya sangat bagus dan terbaik pokok yokk download Maxim jangan ketinggalan yah😇😇👍👍👍👍,"['antar', 'nya', 'sangat', 'bagus', 'baik', 'pokok', 'yokk', 'download', 'maxim', 'jangan', 'tinggal', 'yah']"
drivernya sangat ramah,"['drivernya', 'sangat', 'ramah']"
sopirnya baik,"['sopir', 'baik']"
SDH di bayar kah kak,"['sdh', 'bayar', 'kak']"
good job,"['good', 'job']"
sopir ramah dan....murah... dibanding si ijo. 🤣🤣,"['sopir', 'ramah', 'danmurah', 'banding', 'si', 'ijo']"
bagus,['bagus']
mantap,['mantap']
baik dan sangat sopan,"['baik', 'sangat', 'sopan']"
nice,['nice']
baik,['baik']
Good,['good']
baik,['baik']
ramah da nyaman,"['ramah', 'da', 'nyaman']"
bagus,['bagus']
ok,[]
bagus,['bagus']
sangat ramah,"['sangat', 'ramah']"
smngt bagus pengantar nya,"['smngt', 'bagus', 'antar', 'nya']"
sangat baik sopan sekali,"['sangat', 'baik', 'sopan', 'sekali']"
semangat pak. semoga bnyak orderanya,"['semangat', 'pak', 'moga', 'bnyak', 'orderanya']"
terbaik,['baik']
Drifer tenang dan asyik cara mengendarai...terima kasih dan sehat slalu,"['drifer', 'tenang', 'asyik', 'cara', 'mengendaraiterima', 'kasih', 'sehat', 'slalu']"
mantap murah cepat,"['mantap', 'murah', 'cepat']"
Mantap..,['mantap']
Mantap👍,['mantap']
mantap,['mantap']
bagus but tambahin fitur foto dong,"['bagus', 'but', 'tambahin', 'fitur', 'foto', 'dong']"
driver ramah,"['driver', 'ramah']"
👍👍👍👍,[]
pelayanan yg baik dan ramah,"['layan', 'yg', 'baik', 'ramah']"
bagus,['bagus']
kirim roti intisari.. ramah.. cepet.. sat set..,"['kirim', 'roti', 'intisari', 'ramah', 'cepet', 'sat', 'set']"
good,['good']
terbaik,['baik']
terimakasih pak . maaf merepotkan .,"['terimakasih', 'pak', 'maaf', 'repot']"
Filter untuk order order fiktif,"['filter', 'order', 'order', 'fiktif']"
"Driver ramahh , baik meskipun ujan*an + seblak nya enakk bangett","['driver', 'ramahh', 'baik', 'meski', 'ujanan', 'seblak', 'nya', 'enakk', 'bangett']"
sangt baik,"['sangt', 'baik']"
terima kasih atas pengantaran nya,"['terima', 'kasih', 'atas', 'antar', 'nya']"
aku pernah pake aplikasi maxim aplikasinya buat aku harus jauh dr rumah sakit,"['aku', 'pernah', 'pake', 'aplikasi', 'maxim', 'aplikasi', 'buat', 'aku', 'jauh', 'dr', 'rumah', 'sakit']"
sangat bangga dan harga sangat terjangkau buat masyarakat menengah kebawah di bandingkan ojol lain lain top lah,"['sangat', 'bangga', 'harga', 'sangat', 'jangkau', 'buat', 'masyarakat', 'tengah', 'bawah', 'banding', 'ojol', 'lain', 'top', 'lah']"
"driver nya udh kayak kursus nyetir, sangat nyaman","['driver', 'nya', 'udh', 'kayak', 'kursus', 'nyetir', 'sangat', 'nyaman']"
ok,[]
Mantap 👍,['mantap']
"Dalam hal apapun, semuanya murah🤏","['hal', 'apa', 'semua', 'murah']"
baik,['baik']
baik,['baik']
pengemudi ramah,"['kemudi', 'ramah']"
baguss cepat 🙏🙏🙏,"['baguss', 'cepat']"
druver bagus baik,"['druver', 'bagus', 'baik']"
👍,[]
bapaknya ramah dan baik,"['bapak', 'ramah', 'baik']"
baik dan super ramah,"['baik', 'super', 'ramah']"
membantu sekali🔂,"['bantu', 'sekali']"
Terbaik👍💯,['baik']
mantap,['mantap']
sngt bgus dn cept,"['sngt', 'bgus', 'dn', 'cept']"
mantap banget 👍👍👍👍👍👍,"['mantap', 'banget']"
ramah,['ramah']
mantap,['mantap']
aplikasi membantu sekali,"['aplikasi', 'bantu', 'sekali']"
baik ramah cepet dtg Abang nya..🙏,"['baik', 'ramah', 'cepet', 'dtg', 'abang', 'nya']"
ITS oke',"['its', 'oke']"
pelayanan yg sangat baik terimakasih bapak,"['layan', 'yg', 'sangat', 'baik', 'terimakasih', 'bapak']"
terbaik,['baik']
mantap,['mantap']
puas dan pelayanan ramah,"['puas', 'layan', 'ramah']"
ok,[]
baik,['baik']
driver nya sangat ramah dan menjanjikan,"['driver', 'nya', 'sangat', 'ramah', 'janji']"
mantap sangat bagus dn hati2,"['mantap', 'sangat', 'bagus', 'dn', 'hati']"
makasih udah sampe dgn slamat,"['makasih', 'udah', 'sampe', 'dgn', 'slamat']"
"good,mas nya pengertian","['goodmas', 'nya', 'erti']"
ramah,['ramah']
mantap nian,"['mantap', 'nian']"
"pelayanannya sangat bagus,baik,,,jujur","['layan', 'sangat', 'bagusbaikjujur']"
nais pipel,"['nais', 'pipel']"
mantap,['mantap']
baik,['baik']
drivernya ramah tamah dan cepat,"['drivernya', 'ramah', 'tamah', 'cepat']"
wangi mobinya terimakasih pak,"['wangi', 'mob', 'terimakasih', 'pak']"
lebih murah dari aplikasi hijau,"['lebih', 'murah', 'aplikasi', 'hijau']"
pelayanan baik dan cepat,"['layan', 'baik', 'cepat']"
sopirnya ramah,"['sopir', 'ramah']"
"seru pake maxim, driver car / bike nya ramah2.. murah juga dibanding apl lain...","['seru', 'pake', 'maxim', 'driver', 'car', 'bike', 'nya', 'ramah', 'murah', 'banding', 'apl']"
👍,[]
good,['good']
Baru pertama x pakai Maxim udah dikasih bonus kereeen Maxim. . sukses selalu buat para driver,"['baru', 'pertama', 'x', 'pakai', 'maxim', 'udah', 'kasih', 'bonus', 'kereeen', 'maxim', 'sukses', 'selalu', 'buat', 'driver']"
"cepat, ramah dan para pengemudinya Profesional. pesanan order cepat !!","['cepat', 'ramah', 'para', 'mud', 'profesional', 'pesan', 'order', 'cepat']"
"baik, sopan, bersih, wangi","['baik', 'sopan', 'bersih', 'wangi']"
bagus & murah,"['bagus', 'murah']"
bagus,['bagus']
mas y sabar banget nunggu. pokoknya top dech mksh y mass,"['mas', 'y', 'sabar', 'banget', 'nunggu', 'pokok', 'top', 'dech', 'mksh', 'y', 'mass']"
sipppppp,['sipppppp']
sangat bagus dan ramah,"['sangat', 'bagus', 'ramah']"
Bgus sangat,"['bgus', 'sangat']"
mantap,['mantap']
ramah,['ramah']
baik si Abang nya ramah,"['baik', 'si', 'abang', 'nya', 'ramah']"
bagus sesuai,"['bagus', 'sesuai']"
bagus,['bagus']
enak pas ngendarainnya & Soft spoken banget sukak banget,"['enak', 'pas', 'ngendarainnya', 'soft', 'spoken', 'banget', 'sukak', 'banget']"
bagus sekali,"['bagus', 'sekali']"
cepat gercep dan amanah.. makasi maxim pengiriman selanjutnya bisa berlanjut dan kontinyu..sukses selalu dan berkah berlimpah..,"['cepat', 'gercep', 'amanah', 'makas', 'maxim', 'kirim', 'lanjut', 'lanjut', 'kontinyusukses', 'selalu', 'berkah', 'limpah']"
sangat baik,"['sangat', 'baik']"
mantap driver nya sopan,"['mantap', 'driver', 'nya', 'sopan']"
abangnya baik & sabar semangatt bangg,"['abang', 'baik', 'sabar', 'semangatt', 'bangg']"
"pelayanannya sangat baik,bagus,jujur👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼","['layan', 'sangat', 'baikbagusjujur']"
baik,['baik']
mantap,['mantap']
"sangat baik dan membantu,sangat memuaskan🥰","['sangat', 'baik', 'membantusangat', 'muas']"
Baik,['baik']
top,['top']
👍,[]
Alhamdulillah lancar,"['alhamdulillah', 'lancar']"
Masih sepi drivernya diarea saya tapi puas masalah harga kalau kemurahan buat si driver tinggal tambahin sesuai kantong jadi sesama pengguna dan mitra tidak dirugikan. walaupun saya sendiri masih bingung menggunakan aplikasinya karena baru pertama kali coba. Semoga semakin baik kedepannya,"['sepi', 'drivernya', 'area', 'tapi', 'puas', 'masalah', 'harga', 'kalau', 'murah', 'buat', 'si', 'driver', 'tinggal', 'tambahin', 'sesuai', 'kantong', 'jadi', 'sama', 'guna', 'mitra', 'rugi', 'walaupun', 'sendiri', 'bingung', 'guna', 'aplikasi', 'baru', 'pertama', 'kali', 'coba', 'moga', 'makin', 'baik', 'depan']"
mksh mass,"['mksh', 'mass']"
tepat waktu,"['tepat', 'waktu']"
baik sekali,"['baik', 'sekali']"
pengemudinya Rama,"['mud', 'rama']"
"Mantap 👍 Sangat cepat datangnya walau hari hujan tetap jalan, terabas banjir dan macet, Alhamdulillah sampai dengan selamat Terima kasih pak sopir 👍👍👍","['mantap', 'sangat', 'cepat', 'datang', 'hari', 'hujan', 'tetap', 'jalan', 'rabas', 'banjir', 'macet', 'alhamdulillah', 'dengan', 'selamat', 'terima', 'kasih', 'pak', 'sopir']"
good,['good']
👍👍👍👍👍,[]
mantap,['mantap']
sangat baik dan sangat sopan,"['sangat', 'baik', 'sangat', 'sopan']"
mantap dan nyaman,"['mantap', 'nyaman']"
okey 👍,['okey']
sangat ramah,"['sangat', 'ramah']"
bagus,['bagus']
Sangat memuaskan,"['sangat', 'muas']"
terima kasih Pak,"['terima', 'kasih', 'pak']"
semoga lancar orderannya..thanks 🙏,"['moga', 'lancar', 'orderannyathanks']"
cepat dan pengendara sangat baik melayani customer,"['cepat', 'kendara', 'sangat', 'baik', 'layan', 'customer']"
baik,['baik']
semoga lancar selalu,"['moga', 'lancar', 'selalu']"
baik,['baik']
mantap kali,"['mantap', 'kali']"
"alhamdulillah pelayanannya sangat baik, bagus, jujur, ramah, sopan santun,,, 😍🥰😘😚😊☺👍👍👍👍👍👍","['alhamdulillah', 'layan', 'sangat', 'baik', 'bagus', 'jujur', 'ramah', 'sopan', 'santun']"
ontime,['ontime']
sopir sopan,"['sopir', 'sopan']"
Baik sekali,"['baik', 'sekali']"
"terimakasih ya pak, sehat selalu dan banyak orderan nya","['terimakasih', 'pak', 'sehat', 'selalu', 'banyak', 'order', 'nya']"
Terimakasih atas pelayanannya,"['terimakasih', 'atas', 'layan']"
ok,[]
murah dan jujur👍,"['murah', 'jujur']"
pelayanan sangat baik,"['layan', 'sangat', 'baik']"
best,['best']
mantap,['mantap']
pelayanan sangat memuaskan.,"['layan', 'sangat', 'muas']"
"makasih banyak bg, murah rejeki ya bg","['makasih', 'banyak', 'bg', 'murah', 'rejeki', 'bg']"
ok,[]
murahdan amanah. meskipun jauh tdk menolak,"['murahdan', 'amanah', 'meski', 'jauh', 'tdk', 'tolak']"
sangat baik sekali,"['sangat', 'baik', 'sekali']"
baik dan jujur banget,"['baik', 'jujur', 'banget']"
😊,[]
Puas,['puas']
pelayanan nya sangat baik dan ramah,"['layan', 'nya', 'sangat', 'baik', 'ramah']"
good,['good']
layanan bagus dan ramah sekali,"['layan', 'bagus', 'ramah', 'sekali']"
bagus,['bagus']
bagus,['bagus']
Bagus sih tapi klu cari lokasi suka leleyt,"['bagus', 'sih', 'klu', 'cari', 'lokasi', 'suka', 'leleyt']"
good,['good']
baik .ramah.n sopan,"['baik', 'ramahn', 'sopan']"
"sangat membantu untuk sampai d tempat tujuan, orang nya ramah","['sangat', 'bantu', 'sampai', 'd', 'tempat', 'tuju', 'orang', 'nya', 'ramah']"
alhamdulillah....barokallohufikum,['alhamdulillahbarokallohufikum']
pelayanan nya bagus,"['layan', 'nya', 'bagus']"
good,['good']
sangat memuaskan,"['sangat', 'muas']"
Terima kasih,"['terima', 'kasih']"
good job 👍👍👍,"['good', 'job']"
sangat membantu kwn luar biasa 🥰🥰🥰🥰🥰🥰🥰🥰🥰,"['sangat', 'bantu', 'kwn', 'luar', 'biasa']"
mantap,['mantap']
sangat membantu,"['sangat', 'bantu']"
ramah dan baik,"['ramah', 'baik']"
"terima kasih sudah di antar dengan aman,cepat n selamat","['terima', 'kasih', 'di', 'antar', 'amancepat', 'n', 'selamat']"
oke pak,"['oke', 'pak']"
trimaksih pak,"['trimaksih', 'pak']"
good,['good']
driver cepat sampai dan ramah,"['driver', 'cepat', 'dan', 'ramah']"
Sangat ramah,"['sangat', 'ramah']"
Ok 👌,[]
mantap,['mantap']
mantab,['mantab']
thanks bg,"['thanks', 'bg']"
baik,['baik']
asik suka bercanda,"['asik', 'suka', 'canda']"
"baik, mau ikurin arahan jalan lebih baik","['baik', 'mau', 'ikurin', 'arah', 'jalan', 'lebih', 'baik']"
"tepat waktu,bagus okeh","['tepat', 'waktubagus', 'okeh']"
penjemputan tepat waktu,"['jemput', 'tepat', 'waktu']"
"perbarui map dimaxim, tidak akurat","['baru', 'map', 'dimaxim', 'akurat']"
"sangat membantu buat kita yang membutuhkan kendaraan umum, apalagi disini gak ada angkot.","['sangat', 'bantu', 'buat', 'yang', 'butuh', 'kendara', 'umum', 'sini', 'gak', 'angkot']"
mantap,['mantap']
keren,['keren']
"Order telah dipenuhi oleh: Arianto La Pura dengan Motorcycle, warna biru, nopol DE6581NB. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)","['order', 'penuh', 'arianto', 'la', 'pura', 'motorcycle', 'warna', 'biru', 'nopol', 'denb', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
bagus,['bagus']
🙏🙏,[]
