Token,Frequency
scammmmmmmmmmmmmmmmmm,1
antusias,2
nah,6
pilihpilih,1
ikhlas,8
jutek,1
baguscuman,1
anehsekarang,1
lamah,1
dulusama,1
loadingnya,1
lamaperasaan,1
banyaktolong,1
msa,2
wkwk,2
pernh,5
resah,4
yamna,1
omelin,2
nyadi,2
nnyampe,1
bpknta,1
sekaliterimakasih,1
kemaren,8
kagak,11
marahin,5
asih,1
jos,3
sangatt,4
ramahhh,2
the,24
suatu,3
kritik,4
mengcancle,1
tuduh,3
mksih,3
mapsnyapemesanan,1
jelassssssss,1
promosi,4
kola,2
syarat,5
donlod,2
abis,11
besok,5
hadeuh,1
siikalo,1
ngeblong,2
rupiah,9
gapapa,2
gbisa,4
pakeehahaa,1
sehatt,1
yaaa,3
lho,1
gausa,1
hahaa,1
derr,1
maximtapi,1
bergantiansaya,1
datangternyata,1
dua,16
samaapakah,1
bodong,3
curi,3
hilangkemana,1
besarongkir,1
bayarbarang,1
ngeri,4
gofut,1
pandai,2
serius,4
fungsi,3
carl,1
gag,3
pihal,1
hadeeeuuuhh,1
jelass,1
updatejadiginibikin,1
keselsetiap,1
dpet,8
sayabiasa,1
alias,5
syin,1
terusmaxim,1
lagibiar,1
lamasaya,1
satsetsatset,1
sore,9
lacak,5
jugajadi,1
proses,8
hadap,1
nagih,1
serempet,1
kresek,3
simpan,3
orngnya,3
ngamukmaksudnya,1
nyaa,9
cair,2
mulut,6
dibutuhin,1
bnget,7
mesti,9
nyesuain,1
pusingggg,1
emg,8
mantapyg,1
ramahx,1
orngx,1
enggan,1
jelasbikin,1
penggunaorder,1
berfikiran,1
enjoy,1
tgal,1
klen,4
indriver,3
bpk,6
aplikatorr,1
kommtll,1
tlpn,3
bagiin,1
diskon,6
ramahbawanya,1
pelan,5
preman,3
review,3
indrive,2
cencel,2
kaspronya,5
konek,3
mna,2
jur,1
mnta,7
tambahin,7
ongkoss,1
kerass,1
sblum,1
sndri,1
pura,2
pncet,1
nmbhin,1
blng,3
jan,2
memuaskanlama,1
orderandan,1
sex,1
ati,2
stasiun,4
pasar,7
turi,1
surabaya,2
bungurasih,1
getok,1
alsan,1
parkr,1
route,1
putar,4
bgtu,2
bkin,2
pemgemudo,1
rakus,1
event,1
nawar,1
puluh,4
doong,2
mahon,1
drvrnya,1
consumer,1
lebar,2
aq,3
jiwa,4
eee,1
erti,9
gedung,1
chatan,1
mungkin,17
armada,2
ngirim,5
bawah,12
ssdh,1
palembang,1
dibatasin,1
dulupeta,1
mapz,2
telor,3
ngorder,4
ngapain,4
ajatolong,1
hapus,22
la,4
burukbener,1
puasuninstall,1
trimksih,1
gaperna,1
aplg,1
trimakasi,3
montor,1
nunggunya,5
abad,2
bburu,1
sumpahhh,1
dubay,1
dkt,1
lemah,4
ngakalin,1
seolaholah,2
status,6
adadicancel,1
oksangat,2
krg,1
satsetsopan,1
dibenahiselalu,1
tersebutmalah,1
disekolahpas,1
seko,5
orangnyacpat,1
aplikasiii,1
tolollllllll,1
muter,23
jelaspesanan,1
cakung,2
jatinegaratoloooollllkk,1
input,3
messageaplikasi,1
nyebelin,2
nyambi,1
bentar,3
air,3
ramahbersih,1
ojeg,1
wkt,1
kayagitu,1
grabgojeg,1
komplen,7
kolom,4
tida,3
bina,3
matre,1
mata,3
jelasberapa,1
kasproya,1
lahmana,1
lagimending,1
danalink,1
anti,3
song,1
leletmending,1
mutu,7
harum,2
cwe,3
sesuwai,1
taudan,1
pepet,1
balap,3
z,1
gomart,1
beranda,1
check,2
kuq,1
user,9
id,2
rekening,5
foods,3
perbaikin,6
anehhh,2
hendak,1
wita,1
palu,3
sulteng,1
pes,4
kait,6
langkah,2
halhal,1
hindar,3
sungguh,5
miris,5
oknumoknum,1
welcome,1
satelit,1
diupdate,3
nyocokin,1
kompetitor,5
drivernyakl,1
laen,2
bisaa,2
produk,1
pastilogin,1
woi,8
fyi,1
harg,1
gosend,1
model,4
anjay,2
promonya,5
berani,3
ngeluarin,1
keong,1
lelet,23
bca,4
asil,1
tanda,4
seringkali,4
ugalugalan,2
prioritas,10
bye,3
tagih,8
ptsito,1
fatal,2
panjang,7
tahan,10
juta,1
tanggulang,1
anggar,3
martapura,1
kalimantan,2
bos,13
loding,1
loker,1
tes,2
jagan,2
overall,1
cum,1
receh,3
apkini,1
hariini,1
nyauntuk,2
therapis,1
training,7
yakksaya,1
selessai,1
telapak,1
pijatpemijatan,1
elus,4
hsil,1
badan,2
kuku,1
terap,3
manding,1
spa,1
homservise,1
pen,1
sopanmemaki,1
maki,10
kotorsangat,1
sesal,7
aghh,1
gj,4
anjirr,2
muara,1
teweh,1
waktusmoga,1
hambat,3
gampang,13
mogok,2
rujak,1
kulkas,1
baek,1
derefer,2
jgk,2
kosonghadi,1
castemer,1
abangna,1
pingin,1
pakenya,1
ngepas,1
sin,1
spt,1
tb,4
sopqn,1
thanks,7
maksih,1
per,2
wey,1
mogog,1
lahhh,1
tri,3
sepak,1
kejam,1
sadis,1
ojekaplikasi,1
taxsee,2
barusan,9
security,1
protexci,1
kembangin,1
nemunemu,1
trimakaihh,1
grep,2
anggap,1
bambang,1
aplikasih,2
lokasih,3
updet,1
otpny,1
engk,1
muakk,1
drama,2
freak,1
apliksi,2
minyak,2
nian,1
dx,2
pontang,1
kerna,2
perotes,1
molor,1
haruasnya,1
tergantuvdi,1
virtual,2
account,1
progress,1
real,2
time,8
sudab,1
yaampun,1
susa,2
tujuandrivernya,1
kesalahanpada,1
pesananmap,1
gps,8
ngebug,4
petamap,1
perbaikidibantu,1
sekian,10
express,3
ketat,7
tsb,1
untum,1
dwngan,1
syaa,3
udahh,1
cas,2
ribuk,1
truss,2
parahhhh,1
psen,5
negosiasi,2
komunikatif,5
bosan,1
brp,2
gprnh,1
se,6
nge,5
bug,13
dev,2
nyalain,2
kgk,4
skli,7
membantucuman,1
excellent,2
luck,1
cek,16
dikatain,2
lohhh,1
duluan,4
big,1
noo,2
mapgps,1
subjek,1
bkn,3
jalanrute,1
mirip,2
kog,2
grabgojek,7
bayak,3
downloan,1
bbrpa,3
nyerah,1
kunaon,1
asia,1
goblok,1
aing,1
teu,1
narik,12
ge,1
smntara,1
pintu,3
dprhtikan,1
ada,21
belum,9
mnt,7
binatang,2
bapakk,1
trmksh,2
terimah,2
ttik,3
pasu,2
ktp,1
nik,1
selfi,1
silent,1
melihatmenghubungi,1
tarimo,1
jelekkarena,1
nomernya,3
smartfren,1
is,9
kmna,2
buruuukkk,1
pembyran,1
tololll,1
begoo,1
hamil,2
tujuansehingga,1
nak,3
sesuaipengemudi,1
jalanbeda,1
handal,2
mobilmaaf,1
pelanyanan,1
gajelasminimal,1
psikologi,1
dtrm,1
kerjamental,1
illness,1
nyud,1
laporin,3
ig,3
tanggepin,1
periksa,4
provider,2
wifi,4
aju,2
rese,1
vocer,3
kakak,8
imbal,1
padhl,1
alesannya,3
dlu,11
nganterin,5
pemgemudi,1
abngnya,2
nol,1
buaya,1
anjirrrrr,1
fak,3
minjemin,1
helm,18
pangkal,1
msalah,1
nungguin,17
lgsg,6
telaaattttt,1
why,3
huh,5
satun,1
number,1
pol,4
sangan,3
hadir,3
manokwari,2
atm,2
public,1
ituputus,1
ynag,1
malak,1
or,2
pecat,4
lintas,5
arah,22
bageur,1
dapetnya,3
bangetttt,2
baikkk,2
nyaaa,2
masyaallah,3
idam,1
muluudah,1
privasi,3
rem,4
srius,1
doank,4
pin,2
search,2
normal,7
eehhh,1
genepin,1
njirr,1
ujing,1
asyik,4
respeonsib,1
kakaknyasehat,1
direver,1
profesionalkalau,1
sikit,1
responpadahal,1
lahgk,1
lgkalian,1
pantes,4
mantaap,3
stiap,1
maximgps,1
sellu,1
mnmukan,1
indomaret,4
asyikk,1
putus,3
kontrak,1
baned,1
barat,4
mrk,1
pelngganlmeski,1
hargamohon,1
kebih,1
pra,1
nyajgn,2
kln,2
lmarah,1
oernah,1
pedulimeskipun,1
tranper,1
peduli,2
semogaa,1
plih,1
jngan,2
iwhh,1
cuatomer,1
manatap,1
aktifasi,1
namum,1
presisi,1
hampers,2
aeon,1
tj,1
rebo,1
malem,1
hiatory,1
share,1
center,4
gaes,1
jelasssss,1
mencet,2
psti,1
geser,3
ampas,3
penjemutn,1
sikap,6
customerjngan,1
perhatiin,2
raja,1
customerdriver,1
olah,1
tololbanyak,1
olat,1
sesuaimotor,1
aplikasitolol,1
dahdah,1
ngendap,1
algoritma,1
estimasi,3
kuranng,1
stand,1
by,7
jelekkkk,1
leave,1
polsek,1
plered,1
tunta,1
galak,3
denger,4
diomelin,1
andal,4
sentuh,1
boikot,3
medan,6
of,2
kampung,4
ber,5
mkanan,1
aduhhh,1
instan,2
note,2
emng,2
ovonya,1
lagiternyata,1
drtd,1
dajal,1
dajjal,1
pajero,1
penyok,2
safety,4
numpang,1
cumacuma,1
nyetir,3
toleransi,1
ngertilah,1
jelekburuktidak,1
akurattidak,1
mapburuk,1
sekalisupur,1
prjalanan,1
nyyaman,1
mantab,3
kecewakok,1
install,7
notifnya,1
transport,1
speed,1
boat,1
adakan,3
koontooll,1
malu,2
laki,1
corona,1
malm,1
beneran,2
angkat,11
pungli,1
kang,1
ujang,2
apani,1
maximsusah,1
orderanemosi,1
guesmpe,1
brpa,2
munculjelek,1
sumpahngga,1
sbnrny,1
kyny,1
repot,8
semalem,1
songong,6
adab,2
fitnah,1
belanja,12
ckup,2
ajaa,2
yudi,1
iryansyah,1
hidup,7
histori,4
just,1
me,2
feel,1
embarrassed,1
right,1
now,1
butut,8
coksmsnya,1
nentuin,8
jlsny,1
lol,4
woii,1
hape,1
shoope,1
bebas,2
pickup,4
muk,1
bom,6
maximmasa,2
teruskalo,1
iklasintapi,1
kannyebelin,1
igin,1
lurus,4
boleh,1
nyala,3
jendela,1
standar,1
tempuh,5
revisi,1
segala,9
macem,1
buah,2
draper,1
cmn,8
batalinn,1
sangatttttt,1
badd,1
grabgojekshopefood,1
kaliiiii,1
hargaaaaa,1
tepok,1
pala,1
pk,3
aduh,5
inimsa,1
loadinggak,1
bobrok,5
nyarinya,1
kilo,2
boong,3
sibolga,2
sumatera,2
utara,3
kabupaten,3
tapanuli,2
camat,2
pandan,2
luas,3
lawak,6
kelas,5
errorsistemnya,1
burukdisaat,1
kerjaeh,1
mesanmurah,1
murahtapi,2
meps,1
lengkapga,1
nongol,3
todak,1
semtara,1
keliling,4
bunuh,2
abgny,1
profill,1
ngisinya,1
jelassaldo,1
apasaya,3
pengemuditerus,1
janji,7
sales,4
rugisaya,1
darurat,5
ujan,5
licik,2
sabarbaik,1
on,6
buta,8
ingetin,1
ekhfada,1
gilang,1
lupa,5
tiada,1
adm,3
chrome,1
robot,2
matik,1
verivikasi,4
supri,1
bangetz,1
mles,1
agas,1
pesasan,1
kendalasaat,1
loginnya,2
slow,2
tugas,3
justru,2
lagi,2
lagiii,1
aplnya,2
liar,1
jujurly,1
bng,2
waktusesuai,1
bayangin,2
buntung,3
efektif,2
semngat,1
twrus,1
tranportasi,2
akhlak,2
plg,1
esdebes,1
servive,1
amburadul,1
wandi,1
tosin,1
merah,9
dme,1
nikmat,6
jazakallah,1
khair,1
katsiran,1
nyadapet,1
ramahsopan,3
wangiso,1
far,1
komplitthx,1
musuh,1
taik,14
mennggunakannya,1
mendpat,1
mangantar,2
becek,1
kotor,6
baicepat,1
salam,3
aspal,1
mie,2
gaco,5
dalem,2
lipatcuma,1
gilaa,3
pintar,2
dengan,3
ngerubah,3
kelam,1
brifing,1
dibriefing,1
inget,1
dkirim,2
logika,1
rutemedannya,1
muat,2
rebut,2
ganiat,1
ugalanada,1
sambar,2
hbs,2
vermuk,6
terhubungsehingga,1
lapang,2
jija,1
jarang,9
termksh,1
riah,1
driveey,1
peethnkn,1
soaly,1
desa,2
terbntu,2
adany,1
bntng,3
samping,3
hargay,1
kalang,2
miskin,2
tmksh,1
jaya,5
cept,1
terptong,1
uji,2
haduh,2
hariandi,1
viky,1
firdaus,1
baif,1
tinggkatkan,1
mampus,2
nyalip,5
kanankiri,1
truk,2
gempet,1
antara,1
luka,1
lukaluka,1
cocok,5
usa,1
kekgini,1
blkngan,1
lha,1
rekomen,3
deehhh,1
almt,1
batua,2
raya,7
sasar,2
btl,2
ye,1
iye,1
parahcacatdan,1
jobs,4
appl,1
terusss,1
yaaaa,2
hti,1
dampak,1
fc,1
serapah,1
dann,1
apalikasi,1
god,2
resto,4
biyar,1
teryata,2
bayr,1
jang,1
ojolwarning,1
mahalklo,1
mayoritas,4
mobilmending,1
fasilitas,5
dicansel,1
drivera,1
krm,1
ega,1
sebal,2
kmi,1
dngn,4
gaesss,1
sayang,17
vocher,1
catat,3
hadehhhh,2
sarkas,2
jempol,3
samperin,2
kelar,2
kos,2
laper,4
paspasanmau,1
mustahil,1
ngepres,1
beeehhhhampun,1
bersihcuma,1
nyalan,1
dululain,1
jlk,2
dimasukin,2
diq,1
ancam,7
banting,3
giur,1
hargamya,1
shock,3
konsep,2
jidat,4
helloow,1
w,3
fixnya,1
rapih,2
sempurna,3
jooss,2
stupid,2
totally,1
yach,1
aplikasix,1
pebcarian,1
maksimal,10
aiplikasi,1
dilevery,1
antem,3
samasama,1
indo,2
doyan,2
betumbuk,1
maximadanya,1
praktis,1
blokk,1
kasij,1
tlol,2
burik,4
gblk,1
bgst,1
baikin,1
maghrib,2
dinaikkin,1
xl,1
iwww,1
tempramen,1
bungkus,1
plss,1
jungkir,1
kno,1
sendri,3
coment,1
sekrg,1
ajha,2
sekalidua,1
komenan,1
diarahin,3
pls,2
reset,2
bisakenapa,1
hptidak,1
sertifikasi,1
genah,2
maxcim,1
geta,1
solat,1
nyakecewa,1
angus,1
katany,1
nongkrong,1
kt,2
arief,1
maulana,1
yusuf,1
enakk,1
adarp,1
banding,5
murahtolong,1
paksukses,1
sfh,1
maju,11
kamera,1
difitur,1
bentuk,1
ukur,2
masse,1
keringat,2
klaim,2
ypssi,1
soalx,1
jempu,1
ketoprak,1
sial,5
nyah,2
muhamad,1
soleh,1
bfrp,1
mrmberi,1
makassar,1
ngatangatain,1
berapakali,1
nungguiin,1
detil,1
ydh,1
hrsnya,2
cuontumer,1
slmt,1
selidik,1
plagiat,1
tari,1
adminnya,3
masukjadi,1
delevery,2
okeh,1
fakhrul,1
munib,1
kbw,1
overrated,1
ceupat,1
maksi,2
halah,1
gajadi,1
sukacita,1
delay,4
operator,6
deaiprnya,1
terimakasi,2
kuta,2
spbu,2
kfc,1
gelael,1
komplin,1
identifikasi,1
karena,3
maupun,3
costumernya,1
rungkadbuaat,1
kaduuuj,1
lampir,2
misal,4
mmatap,1
ktanya,2
rangkasbitung,1
ngaco,5
kuota,6
otptolong,1
memberitahukan,1
depok,4
jaksel,2
selang,2
gudang,2
numpuk,1
manajemen,1
samsungnya,1
tyb,1
gold,1
itikat,1
star,2
rs,6
antam,1
lio,1
mei,2
riswan,1
bbay,1
nasi,3
gg,8
uhgr,1
nt,1
trb,1
hh,2
fff,1
yuk,3
bangga,1
bb,4
ht,1
gan,1
gbb,1
ssc,1
dgg,1
cardiff,1
ccd,1
vcd,1
dbd,1
bnn,1
babyyynymymyyn,1
mmmmmnn,1
bbbby,1
vii,1
i,5
orglain,1
kabarin,1
otw,3
ak,3
ngmg,1
hhh,1
fast,5
lagiterimakasih,1
jgan,2
belagu,3
kocag,1
burukk,1
sopanntdk,1
nungguramah,1
api,1
verif,2
benalu,1
ontime,2
bis,1
alamatnyamapsnya,1
barokah,2
njih,1
to,4
katalog,1
kain,1
jahat,5
penmpang,1
beting,1
off,1
sekalipun,1
paraahhhh,1
samain,1
gofood,2
beeli,1
sesuaiselama,1
estimasih,1
saking,1
dibtalin,1
uangya,1
angka,3
bintangyg,1
ganguan,1
terpakasa,1
seba,2
ajjaalh,1
kouta,2
meng,1
ngepasin,3
tmbahan,1
krena,1
umur,3
lwbih,1
better,1
target,1
kesanya,1
hadeh,10
lollll,1
terimakasihkeadaan,1
deras,6
orderankelihatan,1
orangnyaterimakasih,1
gera,3
juara,1
whatsapp,3
darimana,1
toxic,5
santun,8
kelola,1
bagetttt,1
gimanasaya,1
orderperbaiki,1
gi,1
dapetin,3
pebgemdipadahal,1
banya,2
ratenya,1
ndak,6
valid,1
dlll,1
darah,3
henti,4
oprator,1
drefer,1
driverx,1
gblg,1
wae,1
bagusmap,1
melencengpenjemputan,1
mapbenerin,1
minbiar,1
motoraplikasi,1
maxxim,2
amanaman,1
alip,1
rbd,1
ramahramahnya,1
lempar,1
biarin,1
maklumin,1
ag,1
ngebingunginsoulit,1
pokoknyapesanan,1
friendly,3
jebak,4
halaman,2
mapingnya,1
nada,1
siee,2
pakeeeee,2
dahh,1
curiga,2
ikbal,2
tandain,3
mahall,1
sekarangdriver,1
konfirmasil,1
indri,1
baikramahdijemput,1
tukar,2
mabuk,1
cstmr,1
poor,1
makas,2
sederhanabahkan,1
maximkarena,1
juang,3
responsip,1
senyum,1
awalawal,1
milihmilih,1
watak,1
jarakjarak,1
sekira,1
suspend,5
viral,3
yfntah,1
enggakkalo,1
sahaja,1
aplikasitiba,1
loby,1
jaket,7
afk,1
semu,1
semuga,1
hadeeh,1
ijokah,1
agama,2
internal,1
airport,1
nyarii,1
mukulin,1
lanjutin,1
baikkkk,1
cht,1
tidk,2
baku,1
lewar,1
sistim,1
duper,2
dar,2
ancur,3
jajar,1
urusin,1
ginian,1
pilah,2
murahtp,1
lahrn,1
sc,1
bayi,3
nahan,1
j,2
jlnnya,2
kenceng,3
puass,1
ramahtenang,1
dengn,1
selisih,4
memuaaskan,1
halang,3
gra,2
ngotot,5
ngototan,1
blok,6
drivee,1
makenya,1
ayo,3
nerbudaya,1
seklianya,1
bnrr,1
biasadravernya,1
sebenernya,3
hedeh,2
mngenai,1
plng,1
mengindari,1
harganga,1
flopppppp,1
hps,1
aplikaasi,1
flexible,1
apapunsia,1
sia,3
sulawesi,3
formal,1
ottp,1
moh,1
alham,1
nur,1
ddxba,1
team,2
inputan,1
tambahn,1
delvery,1
bbrp,4
kmrn,2
smpt,1
ybs,1
thks,1
soe,1
anjlok,1
cap,1
jempool,1
masukkebuang,1
berturutturut,1
ratarata,3
nelp,1
sembarang,5
aps,3
dahhh,2
trossss,1
nravel,1
trosss,1
benarrgak,1
pt,3
jmput,3
sus,1
provsulawesi,1
pungut,1
untk,3
shop,5
sedng,1
terapkn,1
sistematis,1
tentang,1
slogan,1
ride,3
bilngnya,1
hoakkkk,1
perbaikimapsnya,1
raaamaah,1
media,2
atar,1
beritahu,1
apliaksi,2
pesantelfon,1
tolonggg,1
kesal,3
syahrani,1
toyota,4
dajv,1
kerjaaa,1
naikkin,1
hoax,4
istimewa,3
nyamperin,4
pamit,1
meledaks,1
wkwkwkkw,1
pengisiian,1
jengkel,3
maximmenurut,1
staf,1
indonesia,12
jelasnggak,1
tersediaserta,1
ngebatalin,2
jelashabis,1
terupdate,2
debittftopup,1
nambahin,1
ngaret,4
ngaretnya,1
pertanggungjawaban,1
diapaapain,1
divers,1
satutolong,1
bola,2
bolakesel,1
ulasankarena,1
imbasnyauntuk,1
perhatikanjgn,1
sombongtrimakasih,1
dijit,1
kdang,1
sidoarjo,3
jayapura,2
munculmuncul,1
adik,3
ekspresi,1
mengarahkangps,1
jok,2
ush,3
tungigingin,1
ninja,1
dimodif,1
hadeuuh,1
hem,1
pales,1
orseran,1
juancok,1
tenan,1
iki,1
kapoktakut,1
nyawa,3
kenang,1
filter,1
bsd,1
merchant,6
nyobain,3
sudah,1
bin,1
ajaib,1
byarnya,1
gjlass,1
bengkak,1
pesananalsebelum,1
ponakan,1
sayadan,1
sanggup,1
kenpa,2
begtu,1
pnjemputan,1
indra,1
sakti,1
lubis,2
ayla,1
bdoq,1
rmh,2
gbsa,2
hafal,3
denah,1
ho,1
baikrapi,1
sekalisemoga,1
otppadahal,2
langanan,1
unit,1
gaff,1
kulit,1
kacang,1
bubar,1
beneraktif,1
definisi,1
nunjukin,3
buku,1
kotak,7
paok,2
etitud,2
bisayang,1
menjengkelkanawal,1
ktolong,1
penjelasnnya,1
begitju,1
jatohin,1
kilometer,1
cousteumer,2
jiwasraya,1
nyamaxim,1
rusia,4
ironi,1
point,3
krusial,1
updateapa,1
sebab,3
cross,1
checktrnyta,1
tempatterdapat,1
gesek,1
konvensionalnon,1
onlinemohon,1
survey,1
uung,1
batalain,2
jidad,1
nyangkutnya,1
sd,2
ttpi,1
black,2
list,5
baikdan,1
setir,1
arif,1
sultoni,1
f,1
fjk,1
hapal,1
ngelunjak,2
gerat,1
gl,1
pakeminimal,1
ngeghosting,1
grcep,1
mxim,2
gunain,6
ribetnya,1
yang,1
les,1
empati,1
tlng,6
kesi,1
ramai,1
masala,1
maximm,1
barng,1
barngny,1
diantr,1
kirmsampe,1
hilng,1
enth,1
kemnaa,1
brngku,1
cekkn,1
historiny,1
kurng,1
betll,1
driverny,2
rider,1
tdigk,1
pengin,1
astaga,1
astagfirullah,1
dada,2
fs,1
pelayannyaterimksih,1
rabu,1
provinsi,1
riau,1
rsud,1
arifin,1
ahmad,2
pke,14
rangin,1
enek,1
kabut,1
drver,1
kygt,1
kastamer,4
simak,1
cakap,2
bal,5
hina,2
silah,1
balilihat,1
cepe,1
distributor,1
kesni,1
berhssil,1
dikaspro,1
sihhhhh,1
ja,4
jakarta,6
punja,1
kosambi,1
kalideres,1
bagusdriver,1
maximsangat,1
membantubagi,1
maxi,1
aplikasidari,1
sep,2
stu,1
tuk,2
adminny,1
submit,1
bohongin,3
updatesaya,1
perinci,2
nyamending,1
tangga,1
macim,1
bgttitik,1
ngomel,2
lamaaaa,1
ratingnya,2
namain,2
minnn,1
membntu,1
tuhan,2
kati,2
brapa,1
trf,1
trllu,1
jelekkk,1
hatihati,1
pengertiannotifikasi,1
nyuntuk,1
hr,2
expres,1
msh,7
drivery,1
donlot,1
halus,1
pelayanannyabravo,1
perintah,5
apesss,1
yasudah,1
guys,2
jmpt,5
hihihi,1
canda,1
wqgi,1
luarbiasa,1
mapsy,1
parahtitik,1
pnjmputn,1
pasmash,1
bangetmasa,1
sayamana,1
tot,1
itnya,1
ngentod,2
atak,1
perushaan,1
suash,1
ktika,1
greb,1
gojeg,1
dtiambah,1
ramahcepat,2
okee,1
registrasi,2
diinput,1
block,1
vermak,2
nyariin,2
kanto,1
xim,1
maximtolong,1
konfirmasu,1
orderandriver,1
sampecencel,1
driverbagi,1
tetes,1
bansin,1
suap,1
keder,1
tambal,1
sarap,1
icon,1
date,2
pm,2
seblah,1
terimakasihamanah,1
iniribet,1
applikasi,4
server,4
uptade,1
sengsara,3
karyawan,8
okt,2
eka,1
supraman,1
nekat,2
mama,2
fisik,1
pdahl,1
benr,1
loginapk,1
bnyakan,1
draver,2
bik,2
sampahga,1
sekalikerjaanya,1
ngepush,1
heran,9
ud,5
arang,1
sjamap,1
akuratklo,1
alamatalamat,1
parahmap,1
coustemer,1
dak,4
maapss,1
abdeats,1
frik,1
angkuh,2
ghost,1
touch,1
rutepayah,1
pade,1
sejak,1
banyaktidak,1
rintis,1
pijit,3
saku,1
kampes,1
mmk,1
follow,1
about,1
maxinya,1
fajar,1
begy,1
bogor,3
ajarrr,1
customerpenipu,1
lagiudah,1
anjinggg,1
buruksumpah,1
maximdownload,1
yunitnya,1
bravo,1
rejeki,3
mundur,2
dongo,2
goput,1
sukak,1
bukacode,1
emergency,1
direset,1
sekolahsekolah,1
laennya,1
itungan,2
latar,1
nanyain,2
kecancel,1
ew,1
gembel,1
detect,1
paragh,1
drivernyaa,2
bagai,1
sesai,2
nonaktif,1
river,1
bilng,3
pitur,1
urus,8
ato,4
gunaiin,1
gantiganti,1
burukpemesann,1
njemput,1
adlh,1
konfir,3
iming,3
gunakanterus,1
batalkanbikin,1
gregetalamat,1
gabisamasa,1
kudu,1
dini,1
ramadhan,1
bmabi,1
inimanggil,1
lamahujan,1
ajaajngan,1
pcr,1
kamu,6
ngacir,1
sed,1
renaldi,1
ribugila,1
kaliauto,1
yoo,1
drevire,1
kembalidan,1
smuatrus,1
hadeuhhhh,1
abdul,2
syukur,1
sangt,1
jmbut,1
dsuruh,2
mental,2
kawasan,1
batam,1
nyasaya,1
jas,5
ustad,1
pelaksanakurir,1
bags,1
atoh,1
gaa,1
hancurin,1
scroll,2
dilewatin,1
btw,3
maximnyebelin,1
bgtmotong,1
smbarangndtnya,1
pnya,1
apady,1
jalansedangkan,1
nyelang,2
kiri,5
kanan,2
lahotomatis,1
tengahyg,1
terimasya,1
kecilsayangnya,1
nyasya,1
digituin,1
nyawakalo,1
sndiri,3
tanggapinmudahn,1
itukejadian,1
cibinong,1
pemda,1
tinjau,3
work,1
hadeeehhh,1
ripuh,1
melaksanakn,1
lf,1
efisien,1
aplikas,1
nelusuri,2
kedetect,1
hubungin,1
mngecewakanpesanan,1
diberitahu,1
taii,4
dibalikkin,1
semangatttt,1
kaka,3
tlg,2
rekrutmen,1
biarpn,1
rincian,1
makanannyaongkirdkk,1
castmar,2
perbakin,1
canceljelek,1
mengoder,1
kecuali,2
kdng,1
memberitahu,1
mis,1
pelayanya,1
vertifikasi,1
brenti,1
pinta,1
olo,3
dimahalin,1
makananmaps,1
nyo,1
dk,3
trsnge,1
lag,4
dmnmahal,1
kerjaaturan,1
tuntut,1
sdm,6
maximtks,1
realtime,2
pembayarab,1
perbaikisusah,1
lguntuk,1
detikpedahal,1
sekaliini,1
mapa,1
tah,1
maxsimnya,1
daritadi,1
hadehhh,1
apolagi,1
hobi,1
wong,1
sekendak,1
nyagofood,1
tembong,2
richeese,2
atoyilah,1
adr,1
semiga,2
omega,2
oder,2
cobain,1
smart,1
terespon,1
ti,1
motif,1
okein,1
kka,1
fenifu,1
koin,1
yeuu,1
riky,1
rikardo,1
hulu,1
bpknya,2
ternate,1
psar,1
gamalama,1
tryta,1
dibyar,1
kostumer,1
ditipusy,1
sistemx,1
guru,2
murid,2
gakbisa,3
applikasinya,1
cgk,2
terminal,2
mbak,2
purapura,2
tuli,1
madiun,1
nampak,5
kotakkotak,1
trnyata,1
boongan,1
gojekgrab,2
join,1
kasprokaspronya,1
mahaltopup,1
masukakun,1
terkuncikenapa,1
gesit,1
walletkaspro,2
titikin,2
syur,1
amil,1
mushola,1
almubarok,1
keluarin,1
r,2
suhanda,1
aki,1
iphone,1
pro,4
fi,1
sayaa,2
jelekbanget,1
ngehambat,1
bagong,3
drivermalah,1
gadel,1
wangidrivernya,1
baugak,1
atributgadelrambut,1
gondrong,1
lainbeda,1
okmembantu,1
penipuann,1
dtng,1
wkwkww,1
garagara,4
banjarmasin,1
nabrak,4
cr,1
puki,2
shopee,3
apabila,2
kelayan,1
bandingkang,1
hai,3
bonceng,2
sempet,1
ngeremkaki,1
srempetin,1
perna,2
rekrut,2
rajok,1
jelassaya,1
waspadatakutnya,1
jebol,1
konsumenchat,1
operatormau,1
polisi,3
seberapakapok,1
nontunainya,1
cashpronbha,1
topupnya,1
masukk,2
jelasss,2
bgtttttt,1
pakk,1
empat,1
safe,1
getah,1
alhamdulillahpak,1
kooperatifbaiksabar,1
slnya,1
manatp,1
krtu,1
smrtfreen,1
dcoba,1
mksihmaxxim,1
reval,2
dilecehin,1
masp,1
juni,1
rusun,1
bidaracina,1
prasetyo,1
bayu,1
tbl,1
sono,1
dekettttttttt,1
gabung,1
thangksu,1
ewalletnya,3
alihin,1
kerenn,1
inidikit,1
jeput,2
thebest,1
gabjsa,1
termakasih,1
datengin,1
imingi,1
klarifikasi,1
respond,1
laun,1
murmer,1
begosudah,1
bangettpokoknya,1
lamamaxim,1
ssh,1
loaksi,1
makanandi,1
badmood,1
woyy,1
berhatihatilah,1
jotos,1
first,4
gjls,3
dh,3
kblokir,1
msukjd,1
pda,6
smua,6
meriahsering,1
